상권_코드,class,val
1000007,유동비율_10대,0.092382839
1000007,유동비율_20대,0.146187032
1000007,유동비율_30대,0.203457327
1000007,유동비율_40대,0.197912477
1000007,유동비율_50대,0.153853648
1000007,유동비율_60대이상,0.206206677
1000007,유동비율_주중,0.752921986
1000007,유동비율_주말,0.247078869
1000007,유동비율_남성10대주중,0.031879472
1000007,유동비율_남성10대주말,0.01156801
1000007,유동비율_남성10대,0.043447482
1000007,유동비율_남성20대주중,0.04758276
1000007,유동비율_남성20대주말,0.019252573
1000007,유동비율_남성20대,0.066835333
1000007,유동비율_남성30대주중,0.085889917
1000007,유동비율_남성30대주말,0.020955854
1000007,유동비율_남성30대,0.106845771
1000007,유동비율_남성40대주중,0.091779469
1000007,유동비율_남성40대주말,0.021957198
1000007,유동비율_남성40대,0.113736666
1000007,유동비율_남성50대주중,0.06100532
1000007,유동비율_남성50대주말,0.017095483
1000007,유동비율_남성50대,0.078100803
1000007,유동비율_남성60대주중,0.061160294
1000007,유동비율_남성60대주말,0.022468268
1000007,유동비율_남성60대,0.083628561
1000007,유동비율_여성10대주중,0.035209687
1000007,유동비율_여성10대주말,0.013732792
1000007,유동비율_여성10대,0.048942479
1000007,유동비율_여성20대주중,0.05666664
1000007,유동비율_여성20대주말,0.022686199
1000007,유동비율_여성20대,0.079352839
1000007,유동비율_여성30대주중,0.073690334
1000007,유동비율_여성30대주말,0.022923501
1000007,유동비율_여성30대,0.096613835
1000007,유동비율_여성40대주중,0.063521356
1000007,유동비율_여성40대주말,0.020658727
1000007,유동비율_여성40대,0.084180083
1000007,유동비율_여성50대주중,0.055720278
1000007,유동비율_여성50대주말,0.020037125
1000007,유동비율_여성50대,0.075757403
1000007,유동비율_여성60대주중,0.088827571
1000007,유동비율_여성60대주말,0.033748551
1000007,유동비율_여성60대,0.122576122
1000008,상주비율_남성,0.491044776
1000008,상주비율_여성,0.508955224
1000008,상주비율_10대,0.144776119
1000008,상주비율_20대,0.120895522
1000008,상주비율_30대,0.162686567
1000008,상주비율_40대,0.170149254
1000008,상주비율_50대,0.152238806
1000008,상주비율_60대이상,0.249253731
1000008,상주비율_남성10대,0.086567164
1000008,상주비율_남성20대,0.056716418
1000008,상주비율_남성30대,0.089552239
1000008,상주비율_남성40대,0.085074627
1000008,상주비율_남성50대,0.071641791
1000008,상주비율_남성60대이상,0.101492537
1000008,상주비율_여성10대,0.058208955
1000008,상주비율_여성20대,0.064179104
1000008,상주비율_여성30대,0.073134328
1000008,상주비율_여성40대,0.085074627
1000008,상주비율_여성50대,0.080597015
1000008,상주비율_여성60대,0.147761194
1000008,유동비율_남성,0.500022586
1000008,유동비율_여성,0.499976912
1000008,유동비율_10대,0.103235637
1000008,유동비율_20대,0.157109057
1000008,유동비율_30대,0.19350383
1000008,유동비율_40대,0.185760806
1000008,유동비율_50대,0.149676215
1000008,유동비율_60대이상,0.21071345
1000008,유동비율_주중,0.737893588
1000008,유동비율_주말,0.262106914
1000008,유동비율_남성10대주중,0.040116966
1000008,유동비율_남성10대주말,0.013816683
1000008,유동비율_남성10대,0.053933649
1000008,유동비율_남성20대주중,0.060206568
1000008,유동비율_남성20대주말,0.025924851
1000008,유동비율_남성20대,0.086131419
1000008,유동비율_남성30대주중,0.07598222
1000008,유동비율_남성30대주말,0.021571251
1000008,유동비율_남성30대,0.097553471
1000008,유동비율_남성40대주중,0.082422778
1000008,유동비율_남성40대주말,0.021949694
1000008,유동비율_남성40대,0.104372472
1000008,유동비율_남성50대주중,0.056880385
1000008,유동비율_남성50대주말,0.01722267
1000008,유동비율_남성50대,0.074103055
1000008,유동비율_남성60대주중,0.06041687
1000008,유동비율_남성60대주말,0.023519681
1000008,유동비율_남성60대,0.08393655
1000008,유동비율_여성10대주중,0.034945748
1000008,유동비율_여성10대주말,0.014359252
1000008,유동비율_여성10대,0.049305
1000008,유동비율_여성20대주중,0.049519819
1000008,유동비율_여성20대주말,0.021455309
1000008,유동비율_여성20대,0.070975128
1000008,유동비율_여성30대주중,0.071655723
1000008,유동비율_여성30대주말,0.024305176
1000008,유동비율_여성30대,0.095960899
1000008,유동비율_여성40대주중,0.060281353
1000008,유동비율_여성40대주말,0.021115513
1000008,유동비율_여성40대,0.081396866
1000008,유동비율_여성50대주중,0.054744742
1000008,유동비율_여성50대주말,0.020830928
1000008,유동비율_여성50대,0.07557567
1000008,유동비율_여성60대주중,0.090733467
1000008,유동비율_여성60대주말,0.036044939
1000008,유동비율_여성60대,0.126778406
1000009,상주비율_남성,0.453815261
1000009,상주비율_여성,0.546184739
1000009,상주비율_10대,0.084337349
1000009,상주비율_20대,0.100401606
1000009,상주비율_30대,0.141900937
1000009,상주비율_40대,0.12583668
1000009,상주비율_50대,0.156626506
1000009,상주비율_60대이상,0.390896921
1000009,상주비율_남성10대,0.03480589
1000009,상주비율_남성20대,0.052208835
1000009,상주비율_남성30대,0.060240964
1000009,상주비율_남성40대,0.065595716
1000009,상주비율_남성50대,0.072289157
1000009,상주비율_남성60대이상,0.168674699
1000009,상주비율_여성10대,0.049531459
1000009,상주비율_여성20대,0.048192771
1000009,상주비율_여성30대,0.081659973
1000009,상주비율_여성40대,0.060240964
1000009,상주비율_여성50대,0.084337349
1000009,상주비율_여성60대,0.222222222
1000009,유동비율_남성,0.496301379
1000009,유동비율_여성,0.503698621
1000009,유동비율_10대,0.100122858
1000009,유동비율_20대,0.155236576
1000009,유동비율_30대,0.195148098
1000009,유동비율_40대,0.186223057
1000009,유동비율_50대,0.150349006
1000009,유동비율_60대이상,0.212919909
1000009,유동비율_주중,0.73654333
1000009,유동비율_주말,0.263454689
1000009,유동비율_남성10대주중,0.037756057
1000009,유동비율_남성10대주말,0.013599592
1000009,유동비율_남성10대,0.051355649
1000009,유동비율_남성20대주중,0.058173279
1000009,유동비율_남성20대주말,0.025273087
1000009,유동비율_남성20대,0.083446366
1000009,유동비율_남성30대주중,0.076102626
1000009,유동비율_남성30대주말,0.021980689
1000009,유동비율_남성30대,0.098083316
1000009,유동비율_남성40대주중,0.082692374
1000009,유동비율_남성40대주말,0.022227396
1000009,유동비율_남성40대,0.104919771
1000009,유동비율_남성50대주중,0.056541447
1000009,유동비율_남성50대주말,0.01720607
1000009,유동비율_남성50대,0.073747517
1000009,유동비율_남성60대주중,0.061090662
1000009,유동비율_남성60대주말,0.023657107
1000009,유동비율_남성60대,0.084747769
1000009,유동비율_여성10대주중,0.034486448
1000009,유동비율_여성10대주말,0.014278283
1000009,유동비율_여성10대,0.048764732
1000009,유동비율_여성20대주중,0.049967056
1000009,유동비율_여성20대주말,0.02182464
1000009,유동비율_여성20대,0.071791696
1000009,유동비율_여성30대주중,0.072257863
1000009,유동비율_여성30대주말,0.024814351
1000009,유동비율_여성30대,0.097072214
1000009,유동비율_여성40대주중,0.060237592
1000009,유동비율_여성40대주말,0.021072135
1000009,유동비율_여성40대,0.081309726
1000009,유동비율_여성50대주중,0.055493191
1000009,유동비율_여성50대주말,0.021111766
1000009,유동비율_여성50대,0.076604957
1000009,유동비율_여성60대주중,0.091765044
1000009,유동비율_여성60대주말,0.036403133
1000009,유동비율_여성60대,0.128168177
1000010,상주비율_남성,0.479915433
1000010,상주비율_여성,0.520084567
1000010,상주비율_10대,0.099365751
1000010,상주비율_20대,0.360465116
1000010,상주비율_30대,0.144820296
1000010,상주비율_40대,0.11205074
1000010,상주비율_50대,0.109936575
1000010,상주비율_60대이상,0.173361522
1000010,상주비율_남성10대,0.052854123
1000010,상주비율_남성20대,0.174418605
1000010,상주비율_남성30대,0.075052854
1000010,상주비율_남성40대,0.05179704
1000010,상주비율_남성50대,0.052854123
1000010,상주비율_남성60대이상,0.072938689
1000010,상주비율_여성10대,0.046511628
1000010,상주비율_여성20대,0.186046512
1000010,상주비율_여성30대,0.069767442
1000010,상주비율_여성40대,0.0602537
1000010,상주비율_여성50대,0.057082452
1000010,상주비율_여성60대,0.100422833
1000010,유동비율_남성,0.465032893
1000010,유동비율_여성,0.534967018
1000010,유동비율_10대,0.149158103
1000010,유동비율_20대,0.314601201
1000010,유동비율_30대,0.130025448
1000010,유동비율_40대,0.130834169
1000010,유동비율_50대,0.112339424
1000010,유동비율_60대이상,0.163041566
1000010,유동비율_주중,0.71410492
1000010,유동비율_주말,0.28589508
1000010,유동비율_남성10대주중,0.056458503
1000010,유동비율_남성10대주말,0.02073207
1000010,유동비율_남성10대,0.077190573
1000010,유동비율_남성20대주중,0.101839524
1000010,유동비율_남성20대주말,0.043817928
1000010,유동비율_남성20대,0.145657452
1000010,유동비율_남성30대주중,0.043285682
1000010,유동비율_남성30대주말,0.017747869
1000010,유동비율_남성30대,0.061033551
1000010,유동비율_남성40대주중,0.043431505
1000010,유동비율_남성40대주말,0.017018307
1000010,유동비율_남성40대,0.060449812
1000010,유동비율_남성50대주중,0.03866387
