상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기별매출평균
1001346,석관시장,CS100001,한식음식점,104411135.8
1001347,석관황금시장,CS100001,한식음식점,17996193.22
1001348,동북시장,CS100001,한식음식점,33021935.04
1001349,방천골목시장,CS100001,한식음식점,90065563.65
1001350,숭인시장,CS100001,한식음식점,31206421.05
1001351,솔샘시장,CS100001,한식음식점,38970439.05
1001352,번동북부골목시장,CS100001,한식음식점,25337775.12
1001353,수유전통시장,CS100001,한식음식점,39161379.76
1001354,우이시장,CS100001,한식음식점,57688325.55
1001355,강북종합시장,CS100001,한식음식점,14051730.25
1001356,수유중앙시장,CS100001,한식음식점,1520693.25
1001357,장미원골목시장,CS100001,한식음식점,76432466.3
1001358,수유북부시장,CS100001,한식음식점,16904775.17
1001359,창동신창시장,CS100001,한식음식점,28194943.68
1001360,창동골목시장,CS100001,한식음식점,52661171.17
1001361,신도봉시장,CS100001,한식음식점,20859615.29
1001362,백운시장,CS100001,한식음식점,4180468.825
1001363,쌍문역골목시장,CS100001,한식음식점,41866406.98
1001364,방학동도깨비시장,CS100001,한식음식점,37407767.09
1001365,공릉동도깨비시장,CS100001,한식음식점,25142608.45
1001367,상계중앙시장,CS100001,한식음식점,31927407.27
1001368,연서시장,CS100001,한식음식점,30180330.38
1001369,갈현시장,CS100001,한식음식점,14462426.32
1001371,대조시장,CS100001,한식음식점,47439083.57
1001373,신응암시장,CS100001,한식음식점,16314327.72
1001374,대림골목시장,CS100001,한식음식점,50323674.47
1001375,증산종합시장,CS100001,한식음식점,13292780.21
1001376,수일시장,CS100001,한식음식점,32525145.98
1001377,영천시장,CS100001,한식음식점,37952271.98
1001378,아현가구거리상점가,CS100001,한식음식점,69074790
1001379,인왕시장,CS100001,한식음식점,43567153.94
1001380,포방터시장,CS100001,한식음식점,30972212.13
1001381,모래내시장,CS100001,한식음식점,7834894.487
1001382,백련시장,CS100001,한식음식점,7262575.625
1001383,공덕시장,CS100001,한식음식점,63417679.36
1001384,마포시장,CS100001,한식음식점,98197471.8
1001385,아현시장,CS100001,한식음식점,26247573.67
1001387,서교시장,CS100001,한식음식점,138445955.3
1001388,영진시장,CS100001,한식음식점,25287692
1001389,합정시장,CS100001,한식음식점,33000000
1001390,망원시장,CS100001,한식음식점,51079447.03
1001391,망원월드컵시장,CS100001,한식음식점,67631993.66
1001393,마포농수산물시장,CS100001,한식음식점,71227189.1
1001394,목2동시장,CS100001,한식음식점,78106298.03
1001395,목3동시장,CS100001,한식음식점,47410467.31
1001396,목4동시장,CS100001,한식음식점,52958106.91
1001397,신영시장,CS100001,한식음식점,17371187.36
1001398,월정로시장,CS100001,한식음식점,16279167.08
1001399,경창시장,CS100001,한식음식점,47930110.2
1001400,신월3동골목시장,CS100001,한식음식점,7953756.275
1001402,신월6동골목시장,CS100001,한식음식점,15116362.14
1001403,신월7동골목시장,CS100001,한식음식점,5754716.833
1001404,신정제일시장,CS100001,한식음식점,18362836.96
1001405,신정2동골목시장,CS100001,한식음식점,20951414.92
1001406,신정3동골목시장,CS100001,한식음식점,51897460.78
1001407,등마루시장,CS100001,한식음식점,55566368.67
1001408,신월중앙시장,CS100001,한식음식점,63506920.24
1001409,화곡중앙골목시장,CS100001,한식음식점,18478460.2
1001410,대원종합시장,CS100001,한식음식점,106115201.5
1001411,남부골목시장,CS100001,한식음식점,25430569.15
1001412,화곡본동시장,CS100001,한식음식점,40532598.3
1001413,까치산시장,CS100001,한식음식점,57481571.09
1001414,송화골목시장,CS100001,한식음식점,69517084.85
1001415,방신전통시장,CS100001,한식음식점,19914949.29
1001416,공항시장,CS100001,한식음식점,44715738.81
1001417,구로시장,CS100001,한식음식점,10911376.61
1001418,남구로시장,CS100001,한식음식점,22645963.56
1001419,가리봉시장,CS100001,한식음식점,5382552.387
1001420,고척근린시장,CS100001,한식음식점,58335633.15
1001421,개봉중앙시장,CS100001,한식음식점,8463080.417
1001422,오류시장,CS100001,한식음식점,43793773.8
1001423,독산동 우시장,CS100001,한식음식점,56983988.59
1001424,남문시장,CS100001,한식음식점,32894815.05
1001426,대명시장,CS100001,한식음식점,69879484.2
1001427,현대시장,CS100001,한식음식점,23728813.22
1001429,은행나무시장,CS100001,한식음식점,67272790.09
1001430,영등포전통시장,CS100001,한식음식점,72336719.31
1001431,영등포청과시장,CS100001,한식음식점,25712455.46
1001432,도림시장,CS100001,한식음식점,10353578.5
1001433,영일시장,CS100001,한식음식점,6547798.768
1001436,사러가시장,CS100001,한식음식점,55585369.56
1001437,영진시장A동,CS100001,한식음식점,20484056.75
1001438,우리시장,CS100001,한식음식점,9519022.705
1001439,대림중앙시장,CS100001,한식음식점,14567146.28
1001440,노량진중앙시장,CS100001,한식음식점,102647507.9
1001441,본동인정시장,CS100001,한식음식점,18646496.49
1001442,신노량진시장,CS100001,한식음식점,110384391.8
1001443,강남시장_동작,CS100001,한식음식점,77447870.19
1001444,상도전통시장,CS100001,한식음식점,41185723.94
1001445,영도시장,CS100001,한식음식점,30252419.09
1001446,성대시장,CS100001,한식음식점,148177293.8
1001447,상도4동도깨비골목시장,CS100001,한식음식점,31244811.81
1001448,흑석시장,CS100001,한식음식점,70005760.48
1001449,남성사계시장,CS100001,한식음식점,62011625.86
1001450,남성역골목시장,CS100001,한식음식점,45359976.48
1001451,사당시장,CS100001,한식음식점,70750066.5
1001452,중부시장,CS100001,한식음식점,42001346.36
1001453,낙성대시장,CS100001,한식음식점,49881560.03
1001454,봉천제일종합시장,CS100001,한식음식점,38261419.42
1001455,봉일시장,CS100001,한식음식점,24358313.76
1001456,봉천현대시장,CS100001,한식음식점,71223301
1001457,봉천중앙시장,CS100001,한식음식점,57656965.77
1001458,인헌시장,CS100001,한식음식점,29403456.4
1001459,신원시장,CS100001,한식음식점,35676535.89
1001460,관악신사시장,CS100001,한식음식점,25164825.95
1001462,강남골목시장,CS100001,한식음식점,46651880.8
1001463,신림중앙시장,CS100001,한식음식점,2006161.583
1001464,삼성동시장,CS100001,한식음식점,11268586.39
1001466,미성동도깨비시장,CS100001,한식음식점,26617702.58
1001467,우림시장,CS100001,한식음식점,10024502.42
1001468,남부종합시장,CS100001,한식음식점,16901739.13
1001469,양재시장,CS100001,한식음식점,76094194.42
1001470,강남시장_강남,CS100001,한식음식점,89134634.72
1001471,영동전통시장,CS100001,한식음식점,114498712.2
1001472,논현종합시장,CS100001,한식음식점,38795260.75
1001473,청담삼익시장,CS100001,한식음식점,83923049.38
1001474,도곡시장,CS100001,한식음식점,27218790.18
1001475,강남개포시장,CS100001,한식음식점,53652323.81
1001476,풍납시장,CS100001,한식음식점,22935094.25
1001477,마천시장,CS100001,한식음식점,42131727.97
1001478,방이시장,CS100001,한식음식점,61502746.59
1001479,석촌시장,CS100001,한식음식점,91201925.36
1001480,새마을시장,CS100001,한식음식점,46008114.89
1001481,명일골목시장,CS100001,한식음식점,52905688.44
1001482,고덕전통시장,CS100001,한식음식점,42974399.91
1001483,암사종합시장,CS100001,한식음식점,51915480.58
1001484,양지골목시장,CS100001,한식음식점,110081367.3
1001485,고분다리골목시장,CS100001,한식음식점,17142849.91
1001486,동서울시장,CS100001,한식음식점,1040451.5
1001487,천호시장,CS100001,한식음식점,49713069.95
1001488,성내골목시장,CS100001,한식음식점,28360173.84
1001489,둔촌역전통시장,CS100001,한식음식점,70658015.72
1001490,길동복조리시장,CS100001,한식음식점,57741559.34
1001491,이태원 관광특구,CS100001,한식음식점,105049096.1
1001492,명동 남대문 북창동 다동 무교동 관광특구,CS100001,한식음식점,102817425.1
1001493,동대문패션타운 관광특구,CS100001,한식음식점,80959938.22
1001494,종로·청계 관광특구,CS100001,한식음식점,84413114.42
1001495,잠실 관광특구,CS100001,한식음식점,117475453.9
1001496,강남 마이스 관광특구,CS100001,한식음식점,130066438.8
1000001,계동길,CS100002,중식음식점,43255597.5
1000002,난계로27길,CS100002,중식음식점,50827168.75
1000003,돈화문로11가길,CS100002,중식음식점,88827632.73
1000004,명륜길,CS100002,중식음식점,12939222.18
1000007,북촌로5길,CS100002,중식음식점,6215330.111
1000008,북촌로5나길,CS100002,중식음식점,115368239.8
1000010,성균관로5길,CS100002,중식음식점,27733249.21
1000014,율곡로16길,CS100002,중식음식점,11077368.5
1000015,이화장길,CS100002,중식음식점,16369921.25
1000016,자하문로7길,CS100002,중식음식점,156986871.1
1000017,종로24길,CS100002,중식음식점,50870133.75
1000018,종로58가길,CS100002,중식음식점,253081381.8
1000019,종로65길,CS100002,중식음식점,43049592.25
1000022,창신2길,CS100002,중식음식점,42081982
1000026,평창길,CS100002,중식음식점,29072559.88
1000030,다산로33길,CS100002,중식음식점,14649529.33
1000032,다산로38길,CS100002,중식음식점,20262631.19
1000033,다산로39길,CS100002,중식음식점,7719046.188
1000034,동호로10길,CS100002,중식음식점,114044876.1
1000035,동호로11길,CS100002,중식음식점,57837571.25
1000036,동호로15길,CS100002,중식음식점,82530047.75
1000040,삼일대로4길,CS100002,중식음식점,76011606.63
1000041,장충단로8길,CS100002,중식음식점,52153591.75
1000042,청구로17길,CS100002,중식음식점,101612097
1000046,퇴계로46길,CS100002,중식음식점,3311645.5
1000047,퇴계로56길,CS100002,중식음식점,31103496.56
1000048,퇴계로8길,CS100002,중식음식점,66374454.08
1000051,녹사평대로26길,CS100002,중식음식점,44559961.75
1000052,녹사평대로32길,CS100002,중식음식점,105091988.5
1000053,녹사평대로40나길,CS100002,중식음식점,80376418
1000054,녹사평대로46길,CS100002,중식음식점,13067048
1000057,백범로79길,CS100002,중식음식점,53451553
1000059,서빙고로71길,CS100002,중식음식점,24706780.25
1000061,신흥로20길,CS100002,중식음식점,69884787.5
1000065,원효로19길,CS100002,중식음식점,52344894.56
1000066,원효로41길,CS100002,중식음식점,6631127.708
1000068,원효로89길,CS100002,중식음식점,42254252.19
1000069,이촌로22길,CS100002,중식음식점,26737173
1000070,이태원로27길,CS100002,중식음식점,99570218.22
1000071,이태원로54길,CS100002,중식음식점,126737182.4
1000072,장문로45길,CS100002,중식음식점,54167855.25
1000073,청파로47길,CS100002,중식음식점,104451950.7
1000077,한강대로104길,CS100002,중식음식점,29463224.25
1000078,한강대로15길,CS100002,중식음식점,86970471.75
1000081,한강대로62길,CS100002,중식음식점,24559246.69
1000083,한강대로88길,CS100002,중식음식점,47938269.63
1000084,한남대로20길,CS100002,중식음식점,53446401.81
1000085,회나무로13길,CS100002,중식음식점,41888798.5
1000087,후암로28길,CS100002,중식음식점,23124205.92
1000088,고산자로6길,CS100002,중식음식점,5062551.563
1000095,마조로16길,CS100002,중식음식점,87167108.5
1000098,무수막길,CS100002,중식음식점,80203963.5
1000099,무학로6길,CS100002,중식음식점,44123491.5
1000101,무학봉길,CS100002,중식음식점,5014236.375
1000103,상원12길,CS100002,중식음식점,34129496.33
1000104,상원길,CS100002,중식음식점,59371943.75
1000105,서울숲2길,CS100002,중식음식점,91471348.75
1000106,성덕정17길,CS100002,중식음식점,6808305.833
1000107,성덕정길,CS100002,중식음식점,46993432.88
1000110,성수일로6길,CS100002,중식음식점,28126397.56
1000112,송정4가길,CS100002,중식음식점,8975296.25
1000113,아차산로11길,CS100002,중식음식점,8910777.25
1000114,아차산로15길,CS100002,중식음식점,111617402.3
1000115,아차산로5길,CS100002,중식음식점,14570814
1000116,왕십리로14길,CS100002,중식음식점,42000000
1000118,왕십리로26길,CS100002,중식음식점,34498838.04
1000120,왕십리로6길,CS100002,중식음식점,102591788.3
1000121,용답29길,CS100002,중식음식점,74101458.04
1000122,용답중앙길,CS100002,중식음식점,3878634.5
1000123,장터길,CS100002,중식음식점,89910698.25
1000124,청계천로10나길,CS100002,중식음식점,131484860
1000125,한림말3길,CS100002,중식음식점,26499128.5
1000127,광나루로12길,CS100002,중식음식점,27655065.88
1000128,광나루로24길,CS100002,중식음식점,57892517.88
1000129,광나루로36길,CS100002,중식음식점,3639744.375
1000131,광나루로40길,CS100002,중식음식점,28353891.13
1000133,긴고랑로20길,CS100002,중식음식점,54568177.33
1000134,긴고랑로7길,CS100002,중식음식점,4614662.667
1000136,긴고랑로9길,CS100002,중식음식점,72470911.31
1000137,능동로13길,CS100002,중식음식점,19544389.83
1000140,능동로3길,CS100002,중식음식점,15714499.5
1000142,동일로18길,CS100002,중식음식점,76467691.53
1000144,뚝섬로23길,CS100002,중식음식점,100128964
1000147,뚝섬로54길,CS100002,중식음식점,4197930.708
1000148,뚝섬로58길,CS100002,중식음식점,82426479.63
1000153,아차산로55길,CS100002,중식음식점,90237062
1000154,아차산로65길,CS100002,중식음식점,36862255
1000155,아차산로78길,CS100002,중식음식점,27180590
1000156,용마산로21길,CS100002,중식음식점,85913710.63
1000158,자양로11길,CS100002,중식음식점,118429585.8
1000159,자양로15길,CS100002,중식음식점,62784312.25
1000162,자양로50길,CS100002,중식음식점,34132737.5
1000163,자양로53길,CS100002,중식음식점,16024398.25
1000164,자양번영로3길,CS100002,중식음식점,39452301.25
1000165,천호대로109길,CS100002,중식음식점,48760895.88
1000167,천호대로129길,CS100002,중식음식점,36967463.38
1000168,경희대로3길,CS100002,중식음식점,34615121
1000169,경희대로4길,CS100002,중식음식점,28303121.99
1000171,답십리로23길,CS100002,중식음식점,34993264
1000174,답십리로63길,CS100002,중식음식점,54308450
1000176,답십리로68길,CS100002,중식음식점,34533697.83
1000178,답십리로72길,CS100002,중식음식점,86086166.63
1000179,망우로18가길,CS100002,중식음식점,11370314
1000181,망우로21길,CS100002,중식음식점,8110731.25
1000182,무학로16길,CS100002,중식음식점,53146983.46
1000184,사가정로13길,CS100002,중식음식점,373032311
1000190,약령시로17길,CS100002,중식음식점,30225626
1000193,왕산로43길,CS100002,중식음식점,36583045.5
1000195,장한로14길,CS100002,중식음식점,62194820.58
1000196,장한로25길,CS100002,중식음식점,19432014.67
1000197,장한로26가길,CS100002,중식음식점,9852217
1000199,장한로27가길,CS100002,중식음식점,46073571.25
1000201,장한로5길,CS100002,중식음식점,32552544.15
1000202,장한로8길,CS100002,중식음식점,15767570
1000205,전농로4길,CS100002,중식음식점,32001742.75
1000206,제기로21길,CS100002,중식음식점,29464380
1000207,제기로5길,CS100002,중식음식점,41554132.03
1000208,천장산로7길,CS100002,중식음식점,21480454
1000210,천호대로17길,CS100002,중식음식점,37376529.5
1000213,천호대로97길,CS100002,중식음식점,5769984
1000214,한천로14길,CS100002,중식음식점,47121855.38
1000216,한천로40길,CS100002,중식음식점,5051642.5
1000217,한천로46길,CS100002,중식음식점,7771516.75
1000220,휘경로2길,CS100002,중식음식점,49508119.31
1000221,휘경로3길,CS100002,중식음식점,115896613.2
1000222,겸재로29길,CS100002,중식음식점,69618070
1000223,겸재로36길,CS100002,중식음식점,24296767
1000226,공릉로2길,CS100002,중식음식점,41501309
1000227,답십리로75길,CS100002,중식음식점,1260843
1000228,동일로100길,CS100002,중식음식점,6929936.25
1000229,동일로101길,CS100002,중식음식점,14248028.08
1000230,동일로112길,CS100002,중식음식점,80397056.5
1000232,동일로130길,CS100002,중식음식점,24691256.33
1000233,동일로139가길,CS100002,중식음식점,5202410
1000234,동일로139길,CS100002,중식음식점,113089455.8
1000236,동일로149길,CS100002,중식음식점,104163092.5
1000237,동일로157길,CS100002,중식음식점,8604820.75
1000239,망우로68길,CS100002,중식음식점,69225787.88
1000243,면목로45길,CS100002,중식음식점,16453375.92
1000244,면목로48길,CS100002,중식음식점,5331403.75
1000245,면목로49길,CS100002,중식음식점,76661371.75
1000247,면목로56길,CS100002,중식음식점,30903286
1000249,봉우재로33길,CS100002,중식음식점,67281308.58
1000251,봉화산로4길,CS100002,중식음식점,46198076.25
1000252,봉화산로56길,CS100002,중식음식점,12578799.88
1000255,신내로7가길,CS100002,중식음식점,36369800
1000256,용마산로100길,CS100002,중식음식점,11742851.63
1000258,용마산로118길,CS100002,중식음식점,44246729
1000260,중랑천로10길,CS100002,중식음식점,31824107
1000262,돌곶이로14길,CS100002,중식음식점,5382198.25
1000263,돌곶이로22길,CS100002,중식음식점,18554189.67
1000264,돌곶이로27길,CS100002,중식음식점,5104253.5
1000265,돌곶이로28길,CS100002,중식음식점,142842967.8
1000266,돌곶이로41길,CS100002,중식음식점,60882616.5
1000268,동소문로13길,CS100002,중식음식점,83552035
1000271,동소문로2길,CS100002,중식음식점,11688545.83
1000273,보국문로16길,CS100002,중식음식점,43987240.5
1000274,보문로13길,CS100002,중식음식점,8544184
1000275,보문로26길,CS100002,중식음식점,87071413
1000276,보문로31길,CS100002,중식음식점,79327583.42
1000278,삼선교로10길,CS100002,중식음식점,6880133.5
1000280,삼선교로16가길,CS100002,중식음식점,12525254.75
1000281,삼양로8길,CS100002,중식음식점,89329431.5
1000282,성북로8길,CS100002,중식음식점,217593726
1000284,아리랑로4길,CS100002,중식음식점,43406176.38
1000286,오패산로19길,CS100002,중식음식점,16290985.25
1000288,오패산로4길,CS100002,중식음식점,44471348.5
1000290,인촌로1길,CS100002,중식음식점,83222076
1000291,개운사길,CS100002,중식음식점,54531538.79
1000292,인촌로24길,CS100002,중식음식점,59195213.91
1000293,인촌로5길,CS100002,중식음식점,147538452.3
1000298,정릉로27길,CS100002,중식음식점,21906179.88
1000299,정릉로8길,CS100002,중식음식점,23195159.91
1000301,종암로19길,CS100002,중식음식점,49149231.44
1000302,종암로21길,CS100002,중식음식점,42057349.5
1000303,종암로24가길,CS100002,중식음식점,11020061.63
1000304,종암로5길,CS100002,중식음식점,63963192.5
1000305,지봉로20길,CS100002,중식음식점,15717278.75
1000307,한천로101가길,CS100002,중식음식점,38883735.75
1000310,화랑로14길,CS100002,중식음식점,93062626.17
1000312,화랑로1길,CS100002,중식음식점,97843486.38
1000315,노해로17길,CS100002,중식음식점,17747040
1000316,노해로23길,CS100002,중식음식점,2985310.667
1000318,덕릉로40길,CS100002,중식음식점,72739064.33
1000323,도봉로67길,CS100002,중식음식점,15157023.25
1000324,도봉로76길,CS100002,중식음식점,48348899.58
1000325,도봉로8길,CS100002,중식음식점,10287705.38
1000326,도봉로99길,CS100002,중식음식점,20067920.83
1000328,삼양로20길,CS100002,중식음식점,0
1000330,삼양로27길,CS100002,중식음식점,0
1000331,삼양로41길,CS100002,중식음식점,5304986.375
1000333,삼양로77길,CS100002,중식음식점,17492542.67
1000334,삼양로93길,CS100002,중식음식점,20453188.25
1000337,솔매로50길,CS100002,중식음식점,64951687.13
1000339,수유로12길,CS100002,중식음식점,5043958.25
1000340,오패산로30길,CS100002,중식음식점,23141707.5
1000349,한천로132길,CS100002,중식음식점,63182655.25
1000353,노해로63다길,CS100002,중식음식점,25958173.67
1000356,도당로13바길,CS100002,중식음식점,38923652.75
1000357,도당로19길,CS100002,중식음식점,54840732.13
1000358,도당로29길,CS100002,중식음식점,16838118.5
1000359,도봉로109길,CS100002,중식음식점,6753446.417
1000360,도봉로114길,CS100002,중식음식점,63473626.67
1000361,도봉로143길,CS100002,중식음식점,28885612.67
1000362,도봉로147길,CS100002,중식음식점,23635401.63
1000365,도봉로169나길,CS100002,중식음식점,17181156.25
1000366,도봉로181길,CS100002,중식음식점,36419820.5
1000369,방학로10길,CS100002,중식음식점,34684865
1000372,방학로6가길,CS100002,중식음식점,15269146.5
1000373,삼양로144길,CS100002,중식음식점,81317882.33
1000374,시루봉로23길,CS100002,중식음식점,19723294.25
1000375,우이천로32길,CS100002,중식음식점,5062106.75
1000376,우이천로4다길,CS100002,중식음식점,61095698.25
1000378,공릉로58길,CS100002,중식음식점,85351564.75
1000380,동일로192길,CS100002,중식음식점,65871414.92
1000384,상계로9가길,CS100002,중식음식점,69579838.67
1000385,석계로1길,CS100002,중식음식점,20775808.76
1000386,한글비석로22길,CS100002,중식음식점,50697333.88
1000387,한글비석로24길,CS100002,중식음식점,2142857.25
1000389,가좌로7길,CS100002,중식음식점,35432043.13
1000390,갈현로1길,CS100002,중식음식점,181698054.9
1000395,서오릉로21길,CS100002,중식음식점,22544707
1000396,서오릉로8길,CS100002,중식음식점,0
1000398,역말로9길,CS100002,중식음식점,44858908.63
1000399,연서로11길,CS100002,중식음식점,31724787.75
1000404,연서로27길,CS100002,중식음식점,63207640.38
1000405,연서로28길,CS100002,중식음식점,122895889.8
1000407,연서로33길,CS100002,중식음식점,42259808.63
1000408,연서로34길,CS100002,중식음식점,201883281
1000410,연서로41길,CS100002,중식음식점,101185980.7
1000412,은평로10길,CS100002,중식음식점,10508319.25
1000413,은평로13길,CS100002,중식음식점,140121181.8
1000416,은평로8길,CS100002,중식음식점,0
1000417,응암로12길,CS100002,중식음식점,28564200.5
1000418,응암로13길,CS100002,중식음식점,48107906.63
1000420,응암로22길,CS100002,중식음식점,26164167
1000421,응암로34길,CS100002,중식음식점,149013739.3
1000422,증산로13길,CS100002,중식음식점,2437787
1000423,증산로15길,CS100002,중식음식점,100357115.3
1000424,증산로17길,CS100002,중식음식점,4651907
1000425,증산로21길,CS100002,중식음식점,26834135.13
1000426,증산로5길,CS100002,중식음식점,94372285.13
1000427,증산로9길,CS100002,중식음식점,38706864.5
1000429,진흥로12길,CS100002,중식음식점,2974025
1000430,진흥로1길,CS100002,중식음식점,3330183.188
1000433,통일로87길,CS100002,중식음식점,32801121.5
1000435,가재울로6길,CS100002,중식음식점,93958987.88
1000437,명지대길,CS100002,중식음식점,92252843.5
1000440,세검정로1길,CS100002,중식음식점,61858635.25
1000441,세무서2길,CS100002,중식음식점,58309287.38
1000442,세무서길,CS100002,중식음식점,52054157.88
1000445,연희로10길,CS100002,중식음식점,44213111.13
1000446,응암로1길,CS100002,중식음식점,89012869.08
1000447,증가로10길,CS100002,중식음식점,26519688.75
1000449,증가로23나길,CS100002,중식음식점,21661948.5
1000451,충정로4길,CS100002,중식음식점,194704784.8
1000453,통일로11길,CS100002,중식음식점,16439950
1000454,통일로37길,CS100002,중식음식점,88283759.5
1000455,통일로39길,CS100002,중식음식점,65240345.25
1000456,홍연길,CS100002,중식음식점,9707506.25
1000458,광성로6길,CS100002,중식음식점,123812793.8
1000459,대흥로21길,CS100002,중식음식점,123617744
1000462,도화길,CS100002,중식음식점,77189010.92
1000464,독막로32길,CS100002,중식음식점,0
1000465,독막로8길,CS100002,중식음식점,28145341
1000466,동교로17길,CS100002,중식음식점,84044303.25
1000468,동교로25길,CS100002,중식음식점,47137287.38
1000470,동교로38길,CS100002,중식음식점,63255523.77
1000471,마포대로12길,CS100002,중식음식점,50366896.08
1000472,마포대로20길,CS100002,중식음식점,78045439.88
1000473,마포대로4길,CS100002,중식음식점,42199201.75
1000474,만리재옛길,CS100002,중식음식점,39448951.88
1000475,망원로11길,CS100002,중식음식점,45443974
1000476,망원로2길,CS100002,중식음식점,21797645.13
1000477,매봉산로2길,CS100002,중식음식점,41577088.8
1000478,모래내로7길,CS100002,중식음식점,85251267.5
1000479,방울내로9안길,CS100002,중식음식점,119530793.8
1000484,성산로4길,CS100002,중식음식점,0
1000487,숭문길,CS100002,중식음식점,27986992.56
1000488,신촌로12길,CS100002,중식음식점,24180012.67
1000492,양화로1길,CS100002,중식음식점,120272152
1000493,양화진길,CS100002,중식음식점,107212054.3
1000495,와우산로29길,CS100002,중식음식점,190357601.4
1000496,와우산로3길,CS100002,중식음식점,0
1000499,월드컵로16길,CS100002,중식음식점,542371870.8
1000500,월드컵로19길,CS100002,중식음식점,30906474.5
1000502,월드컵로36길,CS100002,중식음식점,11933277.94
1000504,월드컵로8길,CS100002,중식음식점,94859124.13
1000505,토정로37길,CS100002,중식음식점,0
1000506,효창원로93길,CS100002,중식음식점,50091403.17
1000510,곰달래로3길,CS100002,중식음식점,25746922.5
1000511,곰달래로5길,CS100002,중식음식점,32812506.5
1000512,남부순환로33길,CS100002,중식음식점,68863209.25
1000513,남부순환로40길,CS100002,중식음식점,59361051.33
1000514,남부순환로58길,CS100002,중식음식점,83452059.5
1000516,남부순환로79길,CS100002,중식음식점,0
1000517,남부순환로88길,CS100002,중식음식점,116554515.3
1000518,목동남로4길,CS100002,중식음식점,26647202.38
1000519,목동동로12길,CS100002,중식음식점,103683060.6
1000520,목동동로8길,CS100002,중식음식점,66437524
1000521,목동로19길,CS100002,중식음식점,64220790.67
1000522,목동로9길,CS100002,중식음식점,102909891.3
1000523,목동중앙남로3가길,CS100002,중식음식점,18738000
1000524,목동중앙로13나길,CS100002,중식음식점,98440894.75
1000525,목동중앙로3길,CS100002,중식음식점,8642791
1000526,목동중앙본로7길,CS100002,중식음식점,53250540.5
1000527,목동중앙북로16길,CS100002,중식음식점,29899491.75
1000529,목동중앙서로7길,CS100002,중식음식점,2032482
1000530,목동중앙서로8가길,CS100002,중식음식점,46676746.67
1000533,신목로6길,CS100002,중식음식점,44391529.83
1000534,신월로15길,CS100002,중식음식점,70180373
1000539,오목로5길,CS100002,중식음식점,76375627.25
1000540,은행정로5길,CS100002,중식음식점,5951465.125
1000541,은행정로7길,CS100002,중식음식점,12407529.63
1000543,중앙로32길,CS100002,중식음식점,97855058.63
1000545,중앙로45길,CS100002,중식음식점,84510531.75
1000549,지양로7길,CS100002,중식음식점,24768874.33
1000550,화곡로3길,CS100002,중식음식점,36531108
1000551,화곡로4길,CS100002,중식음식점,24207578.25
1000552,가로공원로76가길,CS100002,중식음식점,58595983.33
1000554,강서로15길,CS100002,중식음식점,78360382
1000556,강서로18길,CS100002,중식음식점,28579700
1000557,강서로29길,CS100002,중식음식점,50974031
1000559,강서로45길,CS100002,중식음식점,18536956.67
1000562,강서로47라길,CS100002,중식음식점,89278132.25
1000563,강서로5가길,CS100002,중식음식점,48068125.83
1000564,강서로5나길,CS100002,중식음식점,9336134.963
1000565,강서로5라길,CS100002,중식음식점,21343167.38
1000570,곰달래로31길,CS100002,중식음식점,21181241.38
1000572,곰달래로53길,CS100002,중식음식점,23425759.25
1000573,곰달래로60길,CS100002,중식음식점,108377501.4
1000574,공항대로38길,CS100002,중식음식점,54771910.25
1000575,공항대로42길,CS100002,중식음식점,132285823
1000578,공항대로59다길,CS100002,중식음식점,117550839
1000580,공항대로8길,CS100002,중식음식점,242736859
1000582,까치산로4길,CS100002,중식음식점,8176818.875
1000583,남부순환로11길,CS100002,중식음식점,31330105.5
1000586,등촌로51길,CS100002,중식음식점,86317809.88
1000588,등촌로5길,CS100002,중식음식점,8410249
1000590,방화대로6라길,CS100002,중식음식점,29355460.58
1000591,양천로14길,CS100002,중식음식점,3285123.75
1000592,양천로24가길,CS100002,중식음식점,60611011.75
1000593,양천로24길,CS100002,중식음식점,50979908.5
1000594,양천로26길,CS100002,중식음식점,8769469.25
1000595,양천로49길,CS100002,중식음식점,150958235
1000600,초록마을로3길,CS100002,중식음식점,5379165.417
1000602,초원로16길,CS100002,중식음식점,1519725.5
1000605,화곡로31길,CS100002,중식음식점,152329362.8
1000606,화곡로44나길,CS100002,중식음식점,36186647.33
1000607,화곡로59길,CS100002,중식음식점,81193875.63
1000608,화곡로64길,CS100002,중식음식점,115909011.3
1000609,개봉로11길,CS100002,중식음식점,33451341
1000612,개봉로1길,CS100002,중식음식점,13736248.5
1000614,개봉로23가길,CS100002,중식음식점,28225364.21
1000615,개봉로2길,CS100002,중식음식점,71041011.17
1000616,개봉로3길,CS100002,중식음식점,17922081.33
1000617,경인로15길,CS100002,중식음식점,23860263.25
1000618,경인로31길,CS100002,중식음식점,10816911.63
1000619,경인로35길,CS100002,중식음식점,5432245
1000620,경인로47길,CS100002,중식음식점,31686266.38
1000625,공원로6가길,CS100002,중식음식점,13380868
1000626,구로동로15길,CS100002,중식음식점,41722783.83
1000627,구로동로28길,CS100002,중식음식점,18343381.03
1000628,구로동로38길,CS100002,중식음식점,6364732.979
1000629,구로동로41길,CS100002,중식음식점,2280458.213
1000630,구로동로42길,CS100002,중식음식점,10913880.1
1000631,구로동로7길,CS100002,중식음식점,23218740.6
