상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기별매출평균
1000001,계동길,CS100001,한식음식점,34763452.73
1000002,난계로27길,CS100001,한식음식점,27574525.5
1000003,돈화문로11가길,CS100001,한식음식점,29856751.07
1000004,명륜길,CS100001,한식음식점,19747935.19
1000005,백석동길,CS100001,한식음식점,71158652.92
1000006,북촌로11길,CS100001,한식음식점,187546570.8
1000007,북촌로5길,CS100001,한식음식점,86010529.72
1000008,북촌로5나길,CS100001,한식음식점,103743925.5
1000009,삼청로5길,CS100001,한식음식점,173980424.3
1000010,성균관로5길,CS100001,한식음식점,28715091.12
1000011,숭인동길,CS100001,한식음식점,31683339.59
1000012,옥인길,CS100001,한식음식점,34747635.2
1000013,율곡로10길,CS100001,한식음식점,41082205.21
1000014,율곡로16길,CS100001,한식음식점,39190303.8
1000015,이화장길,CS100001,한식음식점,97452716.02
1000016,자하문로7길,CS100001,한식음식점,57889076.89
1000017,종로24길,CS100001,한식음식점,41410195.27
1000018,종로58가길,CS100001,한식음식점,102242367.5
1000019,종로65길,CS100001,한식음식점,39720805.56
1000020,지봉로8길,CS100001,한식음식점,57276252.98
1000021,창경궁로35길,CS100001,한식음식점,100611214.8
1000022,창신2길,CS100001,한식음식점,37162630.31
1000023,창신5길,CS100001,한식음식점,15074109.88
1000024,창신길,CS100001,한식음식점,1666666.667
1000025,통일로12길,CS100001,한식음식점,33062996.58
1000026,평창길,CS100001,한식음식점,201782208.5
1000027,필운대로1길,CS100001,한식음식점,44971606.89
1000028,난계로11길,CS100001,한식음식점,55265950.06
1000029,난계로21길,CS100001,한식음식점,159791941.3
1000030,다산로33길,CS100001,한식음식점,24284455
1000031,다산로36길,CS100001,한식음식점,35867738.88
1000032,다산로38길,CS100001,한식음식점,33002258.63
1000033,다산로39길,CS100001,한식음식점,30631325.3
1000034,동호로10길,CS100001,한식음식점,40799955.76
1000035,동호로11길,CS100001,한식음식점,43690514.82
1000036,동호로15길,CS100001,한식음식점,88324778.48
1000037,동호로20길,CS100001,한식음식점,19975888.75
1000038,동호로8길,CS100001,한식음식점,187532530.2
1000039,명동길,CS100001,한식음식점,96999741.95
1000040,삼일대로4길,CS100001,한식음식점,68529955.82
1000041,장충단로8길,CS100001,한식음식점,62983593.02
1000042,청구로17길,CS100001,한식음식점,67116504.91
1000043,청구로1길,CS100001,한식음식점,3992821.896
1000044,퇴계로12길,CS100001,한식음식점,26945609.65
1000045,퇴계로18길,CS100001,한식음식점,145739802.8
1000046,퇴계로46길,CS100001,한식음식점,58191373.43
1000047,퇴계로56길,CS100001,한식음식점,49146920.57
1000048,퇴계로8길,CS100001,한식음식점,44524845.84
1000049,퇴계로90길,CS100001,한식음식점,14945006.84
1000050,녹사평대로11길,CS100001,한식음식점,10428283.33
1000051,녹사평대로26길,CS100001,한식음식점,47973905.33
1000052,녹사평대로32길,CS100001,한식음식점,50913865.63
1000053,녹사평대로40나길,CS100001,한식음식점,96997550.64
1000054,녹사평대로46길,CS100001,한식음식점,28920713.88
1000055,대사관로34길,CS100001,한식음식점,88740040.93
1000056,두텁바위로1길,CS100001,한식음식점,19044898.67
1000057,백범로79길,CS100001,한식음식점,34441488
1000058,백범로90길,CS100001,한식음식점,71456498.12
1000059,서빙고로71길,CS100001,한식음식점,141123727.7
1000060,소월로20길,CS100001,한식음식점,10316710.28
1000061,신흥로20길,CS100001,한식음식점,68832985.54
1000062,우사단로10길,CS100001,한식음식점,30764462.57
1000064,우사단로4길,CS100001,한식음식점,35811248.62
1000065,원효로19길,CS100001,한식음식점,45255148.03
1000066,원효로41길,CS100001,한식음식점,47919688.1
1000067,원효로53길,CS100001,한식음식점,59304789.84
1000068,원효로89길,CS100001,한식음식점,46889523.79
1000069,이촌로22길,CS100001,한식음식점,18790304.76
1000070,이태원로27길,CS100001,한식음식점,93836358.71
1000071,이태원로54길,CS100001,한식음식점,143147961.1
1000072,장문로45길,CS100001,한식음식점,21434963.56
1000073,청파로47길,CS100001,한식음식점,63872786.66
1000074,청파로47나길,CS100001,한식음식점,26949248.45
1000075,청파로71길,CS100001,한식음식점,19568889.98
1000076,청파로73길,CS100001,한식음식점,16522451.9
1000077,한강대로104길,CS100001,한식음식점,87359872.8
1000078,한강대로15길,CS100001,한식음식점,67848087.29
1000079,한강대로43길,CS100001,한식음식점,149115007.9
1000080,한강대로52길,CS100001,한식음식점,58783437.22
1000081,한강대로62길,CS100001,한식음식점,47637777.2
1000082,한강대로7길,CS100001,한식음식점,113067060.1
1000083,한강대로88길,CS100001,한식음식점,158092114.1
1000084,한남대로20길,CS100001,한식음식점,146803776
1000085,회나무로13길,CS100001,한식음식점,30808734.52
1000086,효창원로39길,CS100001,한식음식점,28629349.44
1000087,후암로28길,CS100001,한식음식점,11337990.12
1000088,고산자로6길,CS100001,한식음식점,58668420.68
1000089,금호산2길,CS100001,한식음식점,14187427.81
1000090,금호산길,CS100001,한식음식점,43665400.64
1000091,둘레9길,CS100001,한식음식점,20104881.13
1000092,뚝섬로5길,CS100001,한식음식점,66973556.13
1000093,마장로27길,CS100001,한식음식점,34128511.32
1000094,마장로39길,CS100001,한식음식점,155529328.6
1000095,마조로16길,CS100001,한식음식점,9900678.292
1000096,마조로1길,CS100001,한식음식점,70049402.56
1000097,매봉길,CS100001,한식음식점,18087537.08
1000098,무수막길,CS100001,한식음식점,48479122.8
1000099,무학로6길,CS100001,한식음식점,109913103.7
1000100,무학봉28길,CS100001,한식음식점,54755771.08
1000101,무학봉길,CS100001,한식음식점,9453886.375
1000102,사근동길,CS100001,한식음식점,56590872.53
1000103,상원12길,CS100001,한식음식점,46155236.66
1000104,상원길,CS100001,한식음식점,118513191.4
1000105,서울숲2길,CS100001,한식음식점,92019843.3
1000106,성덕정17길,CS100001,한식음식점,20765419.29
1000107,성덕정길,CS100001,한식음식점,77730425.1
1000108,성수이로18길,CS100001,한식음식점,33051605.4
1000109,성수이로7길,CS100001,한식음식점,62126887.43
1000110,성수일로6길,CS100001,한식음식점,74295777.67
1000111,송정12라길,CS100001,한식음식점,23659956.67
1000112,송정4가길,CS100001,한식음식점,26531026.15
1000113,아차산로11길,CS100001,한식음식점,44793671.48
1000114,아차산로15길,CS100001,한식음식점,48866823.21
1000115,아차산로5길,CS100001,한식음식점,53498525.99
1000116,왕십리로14길,CS100001,한식음식점,43304810.15
1000117,왕십리로21길,CS100001,한식음식점,81955184.65
1000118,왕십리로26길,CS100001,한식음식점,40406991.73
1000119,왕십리로31길,CS100001,한식음식점,35809431.76
1000120,왕십리로6길,CS100001,한식음식점,69263659.12
1000121,용답29길,CS100001,한식음식점,47562686.7
1000122,용답중앙길,CS100001,한식음식점,6396872.538
1000123,장터길,CS100001,한식음식점,47578972.58
1000124,청계천로10나길,CS100001,한식음식점,86429654.41
1000125,한림말3길,CS100001,한식음식점,47541639.04
1000126,한림말길,CS100001,한식음식점,83438213.86
1000127,광나루로12길,CS100001,한식음식점,26560918.94
1000128,광나루로24길,CS100001,한식음식점,53429268.74
1000129,광나루로36길,CS100001,한식음식점,65045283.88
1000130,광나루로37길,CS100001,한식음식점,25059361.74
1000131,광나루로40길,CS100001,한식음식점,34946392.07
1000132,광나루로52길,CS100001,한식음식점,85015727.17
1000133,긴고랑로20길,CS100001,한식음식점,31754200.52
1000134,긴고랑로7길,CS100001,한식음식점,50106215.29
1000135,긴고랑로8길,CS100001,한식음식점,26326758.94
1000136,긴고랑로9길,CS100001,한식음식점,24568361.6
1000137,능동로13길,CS100001,한식음식점,60826455.36
1000138,능동로19길,CS100001,한식음식점,96092042.5
1000139,능동로34길,CS100001,한식음식점,70091867.92
1000140,능동로3길,CS100001,한식음식점,38351289.6
1000141,능동로4길,CS100001,한식음식점,21876669.42
1000142,동일로18길,CS100001,한식음식점,47358779.62
1000143,동일로24길,CS100001,한식음식점,25916251.44
1000144,뚝섬로23길,CS100001,한식음식점,30735452.25
1000145,뚝섬로24길,CS100001,한식음식점,20581174.06
1000146,뚝섬로48길,CS100001,한식음식점,58993399.13
1000147,뚝섬로54길,CS100001,한식음식점,52023157.33
1000148,뚝섬로58길,CS100001,한식음식점,33031155.84
1000149,뚝섬로64길,CS100001,한식음식점,15306740.19
1000150,면목로17길,CS100001,한식음식점,28114459.65
1000151,아차산로40길,CS100001,한식음식점,28341865.92
1000152,아차산로51길,CS100001,한식음식점,55865628
1000153,아차산로55길,CS100001,한식음식점,66466013.13
1000154,아차산로65길,CS100001,한식음식점,77428442.12
1000155,아차산로78길,CS100001,한식음식점,61022374.41
1000156,용마산로21길,CS100001,한식음식점,36429901.42
1000157,용마산로3길,CS100001,한식음식점,46543111.75
1000158,자양로11길,CS100001,한식음식점,24812148.49
1000159,자양로15길,CS100001,한식음식점,35723746.78
1000160,자양로26길,CS100001,한식음식점,38318361.78
1000161,자양로45길,CS100001,한식음식점,36742931.29
1000162,자양로50길,CS100001,한식음식점,15179994.25
1000163,자양로53길,CS100001,한식음식점,39554059.3
1000164,자양번영로3길,CS100001,한식음식점,28391036.53
1000165,천호대로109길,CS100001,한식음식점,51773860.64
1000166,천호대로123길,CS100001,한식음식점,65728299.51
1000167,천호대로129길,CS100001,한식음식점,53249617.04
1000168,경희대로3길,CS100001,한식음식점,58780101.78
1000169,경희대로4길,CS100001,한식음식점,48190375.64
1000170,난계로30길,CS100001,한식음식점,45167185.15
1000171,답십리로23길,CS100001,한식음식점,9397059.661
1000172,답십리로56길,CS100001,한식음식점,38886311.66
1000173,답십리로60길,CS100001,한식음식점,35492096.5
1000174,답십리로63길,CS100001,한식음식점,39939690.68
1000175,답십리로64길,CS100001,한식음식점,19844068.47
1000176,답십리로68길,CS100001,한식음식점,27652327.44
1000177,답십리로69길,CS100001,한식음식점,102051193.3
1000178,답십리로72길,CS100001,한식음식점,47477748.84
1000179,망우로18가길,CS100001,한식음식점,9095068.625
1000180,망우로18길,CS100001,한식음식점,53587339.03
1000181,망우로21길,CS100001,한식음식점,44663970.78
1000182,무학로16길,CS100001,한식음식점,29324190.41
1000183,무학로45길,CS100001,한식음식점,21789920.24
1000184,사가정로13길,CS100001,한식음식점,38263775.04
1000185,사가정로23가길,CS100001,한식음식점,34495085.38
1000187,서울시립대로16길,CS100001,한식음식점,18739555.25
1000188,서울시립대로29길,CS100001,한식음식점,40962318.23
1000189,서울시립대로4길,CS100001,한식음식점,28276926.49
1000190,약령시로17길,CS100001,한식음식점,30541959.43
1000191,왕산로32길,CS100001,한식음식점,20948818.91
1000192,왕산로33길,CS100001,한식음식점,30993821.23
1000193,왕산로43길,CS100001,한식음식점,29548886.83
1000194,이문로42길,CS100001,한식음식점,24551887.4
1000195,장한로14길,CS100001,한식음식점,81680363.14
1000196,장한로25길,CS100001,한식음식점,47548537.74
1000197,장한로26가길,CS100001,한식음식점,69849534.5
1000198,장한로26길,CS100001,한식음식점,53921044.94
1000199,장한로27가길,CS100001,한식음식점,36167548.27
1000200,장한로27길,CS100001,한식음식점,36030438.53
1000201,장한로5길,CS100001,한식음식점,45084771.11
1000202,장한로8길,CS100001,한식음식점,25584087.74
1000203,전농로29길,CS100001,한식음식점,17903201.86
1000204,전농로3길,CS100001,한식음식점,91336043.81
1000205,전농로4길,CS100001,한식음식점,58750633.64
1000206,제기로21길,CS100001,한식음식점,26624604.08
1000207,제기로5길,CS100001,한식음식점,38733189.12
1000208,천장산로7길,CS100001,한식음식점,37644484.23
1000209,천호대로12길,CS100001,한식음식점,21023985.42
1000210,천호대로17길,CS100001,한식음식점,74665067.43
1000212,천호대로77길,CS100001,한식음식점,21555594.81
1000213,천호대로97길,CS100001,한식음식점,24667290.39
1000214,한천로14길,CS100001,한식음식점,45905171.07
1000215,한천로33길,CS100001,한식음식점,26964192.82
1000216,한천로40길,CS100001,한식음식점,73550051.63
1000217,한천로46길,CS100001,한식음식점,31518728.81
1000218,휘경로14길,CS100001,한식음식점,9081713.807
1000219,휘경로23길,CS100001,한식음식점,4164351.75
1000220,휘경로2길,CS100001,한식음식점,42392503.56
1000221,휘경로3길,CS100001,한식음식점,80146729.68
1000222,겸재로29길,CS100001,한식음식점,49961782.06
1000223,겸재로36길,CS100001,한식음식점,19367834.68
1000224,겸재로54길,CS100001,한식음식점,36715789.62
1000225,공릉로12가길,CS100001,한식음식점,12478195.02
1000226,공릉로2길,CS100001,한식음식점,51710028.6
1000227,답십리로75길,CS100001,한식음식점,24210962.86
1000228,동일로100길,CS100001,한식음식점,10860531.26
1000229,동일로101길,CS100001,한식음식점,29352806.39
1000230,동일로112길,CS100001,한식음식점,46408158.74
1000231,동일로123길,CS100001,한식음식점,48933876.98
1000232,동일로130길,CS100001,한식음식점,11281871.13
1000233,동일로139가길,CS100001,한식음식점,52608908.83
1000234,동일로139길,CS100001,한식음식점,21230460.94
1000235,동일로140길,CS100001,한식음식점,35401128.23
1000236,동일로149길,CS100001,한식음식점,20243055.97
1000237,동일로157길,CS100001,한식음식점,37490141.09
1000238,동일로163길,CS100001,한식음식점,31481545.78
1000239,망우로68길,CS100001,한식음식점,73221275.98
1000240,망우로73길,CS100001,한식음식점,22805943.73
1000241,면목로21길,CS100001,한식음식점,22493490.03
1000242,면목로33길,CS100001,한식음식점,17189765.54
1000243,면목로45길,CS100001,한식음식점,58127150.36
1000244,면목로48길,CS100001,한식음식점,10724153.94
1000245,면목로49길,CS100001,한식음식점,38436751.18
1000246,면목로55길,CS100001,한식음식점,45031596
1000247,면목로56길,CS100001,한식음식점,31449000.62
1000248,면목로78길,CS100001,한식음식점,117015617.9
1000249,봉우재로33길,CS100001,한식음식점,57222180.54
1000250,봉화산로30길,CS100001,한식음식점,6000000
1000251,봉화산로4길,CS100001,한식음식점,29343290.66
1000252,봉화산로56길,CS100001,한식음식점,67290094.33
1000253,사가정로42길,CS100001,한식음식점,22170010.08
1000254,사가정로54길,CS100001,한식음식점,105516836
1000255,신내로7가길,CS100001,한식음식점,4551477.917
1000256,용마산로100길,CS100001,한식음식점,20459177.7
1000257,용마산로112길,CS100001,한식음식점,28255338.23
1000258,용마산로118길,CS100001,한식음식점,14846419.49
1000259,용마산로94길,CS100001,한식음식점,9265604.284
1000260,중랑천로10길,CS100001,한식음식점,56904120.72
1000261,길음로7길,CS100001,한식음식점,7737244.622
1000262,돌곶이로14길,CS100001,한식음식점,35729446.23
1000263,돌곶이로22길,CS100001,한식음식점,64268251.76
1000264,돌곶이로27길,CS100001,한식음식점,43539677.07
1000265,돌곶이로28길,CS100001,한식음식점,70772477.91
1000266,돌곶이로41길,CS100001,한식음식점,28841542.12
1000267,돌곶이로8길,CS100001,한식음식점,18966524.8
1000268,동소문로13길,CS100001,한식음식점,67127715.01
1000269,동소문로15길,CS100001,한식음식점,36338928.57
1000270,동소문로26가길,CS100001,한식음식점,59375403.52
1000271,동소문로2길,CS100001,한식음식점,34375442.49
1000272,동소문로6길,CS100001,한식음식점,62542715.05
1000273,보국문로16길,CS100001,한식음식점,35403037.52
1000274,보문로13길,CS100001,한식음식점,26028619.24
1000275,보문로26길,CS100001,한식음식점,20003717.25
1000276,보문로31길,CS100001,한식음식점,80122771.99
1000277,보문로32길,CS100001,한식음식점,43963544.36
1000278,삼선교로10길,CS100001,한식음식점,35906780.03
1000279,삼선교로10다길,CS100001,한식음식점,10657799.63
1000280,삼선교로16가길,CS100001,한식음식점,37939529.5
1000281,삼양로8길,CS100001,한식음식점,15937987.75
1000282,성북로8길,CS100001,한식음식점,51165135.58
1000283,솔샘로6길,CS100001,한식음식점,24585467.78
1000284,아리랑로4길,CS100001,한식음식점,40928183.9
1000285,안암로5길,CS100001,한식음식점,21838358.31
1000286,오패산로19길,CS100001,한식음식점,51004334.38
1000287,오패산로3길,CS100001,한식음식점,18180363.02
1000288,오패산로4길,CS100001,한식음식점,65646084.23
1000289,인촌로17가길,CS100001,한식음식점,18856923.38
1000290,인촌로1길,CS100001,한식음식점,34733913.43
1000291,개운사길,CS100001,한식음식점,102379245.6
1000292,인촌로24길,CS100001,한식음식점,73650724.71
1000293,인촌로5길,CS100001,한식음식점,27593544.38
1000294,인촌로6길,CS100001,한식음식점,49463589.73
1000295,장월로1길,CS100001,한식음식점,39477771.62
1000296,장위로50길,CS100001,한식음식점,176525385.4
1000297,정릉로26길,CS100001,한식음식점,42696645.61
1000298,정릉로27길,CS100001,한식음식점,57241863.73
1000299,정릉로8길,CS100001,한식음식점,28755661.87
1000300,종암로16길,CS100001,한식음식점,55840730.31
1000301,종암로19길,CS100001,한식음식점,57775381.86
1000302,종암로21길,CS100001,한식음식점,97985739.68
1000303,종암로24가길,CS100001,한식음식점,30587461.69
1000304,종암로5길,CS100001,한식음식점,61732747.56
1000305,지봉로20길,CS100001,한식음식점,28884649.42
1000306,창경궁로43길,CS100001,한식음식점,120546966.1
1000307,한천로101가길,CS100001,한식음식점,854147
1000308,한천로76길,CS100001,한식음식점,72595350.06
1000309,화랑로13길,CS100001,한식음식점,43044815.86
1000310,화랑로14길,CS100001,한식음식점,42798167.71
1000311,화랑로19길,CS100001,한식음식점,31440179.44
1000312,화랑로1길,CS100001,한식음식점,17686298.11
1000313,화랑로32길,CS100001,한식음식점,28201428.81
1000314,화랑로40길,CS100001,한식음식점,75292370.92
1000315,노해로17길,CS100001,한식음식점,22249762.46
1000316,노해로23길,CS100001,한식음식점,44677063.62
1000317,노해로33길,CS100001,한식음식점,6366008.528
1000318,덕릉로40길,CS100001,한식음식점,54080290.11
1000319,덕릉로41길,CS100001,한식음식점,64343580.9
1000320,도봉로13길,CS100001,한식음식점,22674069.82
1000321,도봉로18길,CS100001,한식음식점,12615782.96
1000322,도봉로45길,CS100001,한식음식점,43697866.49
1000323,도봉로67길,CS100001,한식음식점,43683666.76
1000324,도봉로76길,CS100001,한식음식점,33144345.29
1000325,도봉로8길,CS100001,한식음식점,26454051.63
1000326,도봉로99길,CS100001,한식음식점,47302049.13
1000327,삼각산로28길,CS100001,한식음식점,50341213.37
1000328,삼양로20길,CS100001,한식음식점,5689053.795
1000329,삼양로24길,CS100001,한식음식점,76916657.85
1000330,삼양로27길,CS100001,한식음식점,91292406.44
1000331,삼양로41길,CS100001,한식음식점,51895753.4
1000332,삼양로54길,CS100001,한식음식점,38124982.75
1000333,삼양로77길,CS100001,한식음식점,19854221.42
1000334,삼양로93길,CS100001,한식음식점,66469723.75
1000335,솔매로41길,CS100001,한식음식점,16989984.53
1000336,솔매로45길,CS100001,한식음식점,33601574.53
1000337,솔매로50길,CS100001,한식음식점,43020100.63
1000338,솔샘로65길,CS100001,한식음식점,28577058.79
1000339,수유로12길,CS100001,한식음식점,33541970.42
1000340,오패산로30길,CS100001,한식음식점,29354554.88
1000341,오패산로52길,CS100001,한식음식점,28000853.27
1000342,오패산로67길,CS100001,한식음식점,60913266.03
1000343,인수봉로56길,CS100001,한식음식점,26891542.42
1000344,인수봉로72길,CS100001,한식음식점,6266799.733
1000345,인수봉로79길,CS100001,한식음식점,6551011.417
1000346,한천로109길,CS100001,한식음식점,49423635.25
1000348,한천로130길,CS100001,한식음식점,10448673.4
1000349,한천로132길,CS100001,한식음식점,31731232.56
1000350,한천로139가길,CS100001,한식음식점,34044767.92
1000351,한천로140길,CS100001,한식음식점,22785461.17
1000352,노해로60길,CS100001,한식음식점,69653044.06
1000353,노해로63다길,CS100001,한식음식점,34404736.36
1000354,덕릉로60길,CS100001,한식음식점,34313851.59
1000355,도당로13가길,CS100001,한식음식점,29906212.66
1000356,도당로13바길,CS100001,한식음식점,20958387.78
1000357,도당로19길,CS100001,한식음식점,11565303.11
1000358,도당로29길,CS100001,한식음식점,24024542.76
1000359,도봉로109길,CS100001,한식음식점,47058801.44
1000360,도봉로114길,CS100001,한식음식점,62336750.4
1000361,도봉로143길,CS100001,한식음식점,25773676.74
1000362,도봉로147길,CS100001,한식음식점,30325698.27
1000363,도봉로152가길,CS100001,한식음식점,32912193.63
1000364,도봉로156길,CS100001,한식음식점,29164809.31
1000365,도봉로169나길,CS100001,한식음식점,73319687.14
1000366,도봉로181길,CS100001,한식음식점,35677061.94
1000367,도봉산4길,CS100001,한식음식점,84218074.6
1000368,도봉산길,CS100001,한식음식점,41789376.52
1000369,방학로10길,CS100001,한식음식점,35655080.4
1000370,방학로15길,CS100001,한식음식점,92740626.49
1000371,방학로5길,CS100001,한식음식점,7650625.957
1000372,방학로6가길,CS100001,한식음식점,17244443.8
1000373,삼양로144길,CS100001,한식음식점,30164770.56
1000374,시루봉로23길,CS100001,한식음식점,28567959.98
1000375,우이천로32길,CS100001,한식음식점,18258843.75
1000376,우이천로4다길,CS100001,한식음식점,19438825.04
1000377,해등로16길,CS100001,한식음식점,42321214.15
1000378,공릉로58길,CS100001,한식음식점,48473680.23
1000379,동일로173가길,CS100001,한식음식점,40190269.53
1000380,동일로192길,CS100001,한식음식점,98901622.85
1000381,동일로242길,CS100001,한식음식점,55965274.34
1000382,상계로12길,CS100001,한식음식점,33751140.29
1000383,상계로1길,CS100001,한식음식점,55671734.68
1000384,상계로9가길,CS100001,한식음식점,13952353.01
1000385,석계로1길,CS100001,한식음식점,78898931.74
1000386,한글비석로22길,CS100001,한식음식점,64112060.42
1000387,한글비석로24길,CS100001,한식음식점,22719926.09
1000388,한글비석로44길,CS100001,한식음식점,2521442.301
1000389,가좌로7길,CS100001,한식음식점,17238713.02
1000390,갈현로1길,CS100001,한식음식점,11619259.47
1000391,갈현로33길,CS100001,한식음식점,23027859.92
1000392,갈현로41길,CS100001,한식음식점,8961081.375
1000393,갈현로7길,CS100001,한식음식점,12250163.02
1000394,불광천길,CS100001,한식음식점,28535468.56
1000395,서오릉로21길,CS100001,한식음식점,18896781.53
1000396,서오릉로8길,CS100001,한식음식점,44676761.24
1000397,수색로18길,CS100001,한식음식점,10479942.05
1000398,역말로9길,CS100001,한식음식점,19929570.43
1000399,연서로11길,CS100001,한식음식점,17389122.45
1000400,연서로13길,CS100001,한식음식점,15366873.46
1000401,연서로16길,CS100001,한식음식점,28673368.65
1000402,연서로17길,CS100001,한식음식점,31077643.13
1000403,연서로21길,CS100001,한식음식점,68056594.83
1000404,연서로27길,CS100001,한식음식점,49791175.75
1000405,연서로28길,CS100001,한식음식점,46453506.41
1000406,연서로29길,CS100001,한식음식점,42876369.61
1000407,연서로33길,CS100001,한식음식점,17457979.12
1000408,연서로34길,CS100001,한식음식점,20177262.01
1000409,연서로3길,CS100001,한식음식점,31980114.5
1000410,연서로41길,CS100001,한식음식점,29290274.45
1000411,연서로5길,CS100001,한식음식점,60430685.54
1000412,은평로10길,CS100001,한식음식점,16016403.4
1000413,은평로13길,CS100001,한식음식점,94484454.63
1000414,은평로20길,CS100001,한식음식점,1875160.611
1000415,은평로3길,CS100001,한식음식점,48218620.02
1000416,은평로8길,CS100001,한식음식점,146181057.2
1000417,응암로12길,CS100001,한식음식점,15034845.39
1000418,응암로13길,CS100001,한식음식점,39454715.55
1000419,응암로14길,CS100001,한식음식점,27654560.57
1000420,응암로22길,CS100001,한식음식점,31141699.78
1000421,응암로34길,CS100001,한식음식점,31285825.69
1000422,증산로13길,CS100001,한식음식점,21064460.43
1000423,증산로15길,CS100001,한식음식점,5853234.633
1000424,증산로17길,CS100001,한식음식점,36146532.65
1000425,증산로21길,CS100001,한식음식점,12028948
1000426,증산로5길,CS100001,한식음식점,8717494.458
1000427,증산로9길,CS100001,한식음식점,27242663.27
1000428,증산서길,CS100001,한식음식점,20096923.31
1000429,진흥로12길,CS100001,한식음식점,90284291.63
1000430,진흥로1길,CS100001,한식음식점,24555819.63
1000431,통일로69길,CS100001,한식음식점,11404670.06
1000432,통일로78길,CS100001,한식음식점,15404898.99
1000433,통일로87길,CS100001,한식음식점,29976765.81
1000434,통일로92길,CS100001,한식음식점,3577592
1000435,가재울로6길,CS100001,한식음식점,46166373.26
1000436,독립문로8길,CS100001,한식음식점,18482224.35
1000437,명지대길,CS100001,한식음식점,29245025.93
1000438,모래내로15길,CS100001,한식음식점,29905771.39
1000439,북아현로4길,CS100001,한식음식점,18102833.32
1000440,세검정로1길,CS100001,한식음식점,61967963.29
1000441,세무서2길,CS100001,한식음식점,43252681.99
1000442,세무서길,CS100001,한식음식점,27393360.41
1000443,수색로8길,CS100001,한식음식점,4834395
1000444,신촌로37길,CS100001,한식음식점,85295375.46
1000445,연희로10길,CS100001,한식음식점,31626170.52
1000446,응암로1길,CS100001,한식음식점,126185266.6
1000447,증가로10길,CS100001,한식음식점,25587953.41
1000448,증가로20가길,CS100001,한식음식점,17722322.69
1000449,증가로23나길,CS100001,한식음식점,53031269.13
1000450,증가로6길,CS100001,한식음식점,154074576.1
1000451,충정로4길,CS100001,한식음식점,59109764.27
1000452,충정로6길,CS100001,한식음식점,65065118.13
1000453,통일로11길,CS100001,한식음식점,92349480.03
1000454,통일로37길,CS100001,한식음식점,74822794.51
1000455,통일로39길,CS100001,한식음식점,37416307.75
1000456,홍연길,CS100001,한식음식점,12862190.42
1000457,홍제내길,CS100001,한식음식점,51125126.46
1000458,광성로6길,CS100001,한식음식점,36957511.14
1000459,대흥로21길,CS100001,한식음식점,27729791.88
1000460,대흥로28길,CS100001,한식음식점,37839654.38
1000461,도화4길,CS100001,한식음식점,50331218.79
1000462,도화길,CS100001,한식음식점,144729561.2
1000463,독막로22길,CS100001,한식음식점,35787466.56
1000464,독막로32길,CS100001,한식음식점,48651536.91
1000465,독막로8길,CS100001,한식음식점,42914767.2
1000466,동교로17길,CS100001,한식음식점,30961964.21
1000467,동교로19길,CS100001,한식음식점,64156268.15
1000468,동교로25길,CS100001,한식음식점,23896024.25
1000469,동교로27길,CS100001,한식음식점,72296261.82
1000470,동교로38길,CS100001,한식음식점,66491447.98
1000471,마포대로12길,CS100001,한식음식점,74892453.31
1000472,마포대로20길,CS100001,한식음식점,58516821.93
1000473,마포대로4길,CS100001,한식음식점,49771454.43
1000474,만리재옛길,CS100001,한식음식점,50015682.51
1000475,망원로11길,CS100001,한식음식점,60674245.57
1000476,망원로2길,CS100001,한식음식점,52699461.52
1000477,매봉산로2길,CS100001,한식음식점,64995881.06
1000478,모래내로7길,CS100001,한식음식점,51060161.55
1000479,방울내로9안길,CS100001,한식음식점,25849993.1
1000480,백범로16길,CS100001,한식음식점,47219198.78
1000481,성미산로11길,CS100001,한식음식점,52087077.32
1000482,성미산로1길,CS100001,한식음식점,62734547.88
1000483,성미산로32길,CS100001,한식음식점,34281886.25
1000484,성산로4길,CS100001,한식음식점,33117916.56
1000485,성지3길,CS100001,한식음식점,35013146.98
1000487,숭문길,CS100001,한식음식점,52840810.24
1000488,신촌로12길,CS100001,한식음식점,66079133.72
1000490,신촌로30길,CS100001,한식음식점,9203420.055
1000491,양화로11길,CS100001,한식음식점,163294924.2
1000492,양화로1길,CS100001,한식음식점,89772337.28
1000493,양화진길,CS100001,한식음식점,86215481.86
1000494,와우산로29가길,CS100001,한식음식점,65733982.6
1000495,와우산로29길,CS100001,한식음식점,51165784.57
1000496,와우산로3길,CS100001,한식음식점,45307599.69
1000497,월드컵로10길,CS100001,한식음식점,108048653.8
1000498,월드컵로11길,CS100001,한식음식점,69436028.09
1000499,월드컵로16길,CS100001,한식음식점,76038627.03
1000500,월드컵로19길,CS100001,한식음식점,64975767.96
1000501,월드컵로25길,CS100001,한식음식점,18814026.82
1000502,월드컵로36길,CS100001,한식음식점,77060625.25
1000503,월드컵로7길,CS100001,한식음식점,150480372.6
1000504,월드컵로8길,CS100001,한식음식점,90257818.03
1000505,토정로37길,CS100001,한식음식점,167785394.5
1000506,효창원로93길,CS100001,한식음식점,20230372.94
1000507,가로공원로58길,CS100001,한식음식점,981463.4167
1000508,곰달래로10길,CS100001,한식음식점,36777212.1
1000509,곰달래로2길,CS100001,한식음식점,67205834.3
1000510,곰달래로3길,CS100001,한식음식점,20346374.93
