상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,1분기매출,2분기매출,3분기매출,4분기매출,분기별매출평균,점포수
1000641,도림로6길,CS200037,노래방,5090794,8235786.857,9164298,14467364.29,9239560.786,7
1000641,도림로6길,CS300001,슈퍼마켓,454044766.9,444885850.6,492856530.9,401568627.6,448338944,8
1000641,도림로6길,CS300002,편의점,171388795.2,177229558,216444974.8,136022649.8,175271494.4,5.5
1000641,도림로6길,CS300007,육류판매,23470517,16222783,9170744,,16288014.67,1
1000641,도림로6길,CS300011,일반의류,,,,5312194.667,5312194.667,3
1000641,도림로6길,CS300022,화장품,41440129.5,38929442.33,64571253.67,66698889.67,52909928.79,3.25
1000642,디지털로27길,CS100001,한식음식점,27453515.57,28348144.91,27494251.78,27531610.57,27706880.71,22.5
1000642,디지털로27길,CS100002,중식음식점,58015295.25,32902481,66486018.17,32945628.67,47587355.77,5.25
1000642,디지털로27길,CS100005,제과점,11052127,8590006,6506797,9804321,8988312.75,1
1000642,디지털로27길,CS100006,패스트푸드점,13374196,15608206,5785813.5,6152537.5,10230188.25,1.5
1000642,디지털로27길,CS100007,치킨전문점,16140763,18695169.67,16625588.33,13020974.67,16120623.92,3
1000642,디지털로27길,CS100009,호프-간이주점,42176068.75,51304211.5,61826871.33,52407496,51928661.9,3.5
1000642,디지털로27길,CS100010,커피-음료,5882981.25,2663997.667,17502139,24571625,12655185.73,2.75
1000642,디지털로27길,CS200001,일반교습학원,12532637,,6788511.5,,9660574.25,2
1000642,디지털로27길,CS200003,예술학원,10733196.75,6137796.25,3773010.5,4894982.75,6384746.563,4
1000642,디지털로27길,CS200005,스포츠 강습,5349056.5,3209434.5,3209434.5,2649057,3604245.625,2
1000642,디지털로27길,CS200028,미용실,16888572,10847786.33,6551860.333,10373235.67,11165363.58,3
1000642,디지털로27길,CS300001,슈퍼마켓,17270826.25,17907857.5,58275956.25,49987901.5,35860635.38,4
1000642,디지털로27길,CS300002,편의점,298470753.5,328454442,322309384.5,307755757,314247584.3,2
1000642,디지털로27길,CS300007,육류판매,11553272,2944346,0,,4832539.333,0.666666667
1000642,디지털로27길,CS300022,화장품,1865704,5241155,4296029,11697474,5775090.5,1
1000643,디지털로32가길,CS100001,한식음식점,74535456.5,69867969,85065270.82,79646268.45,77278741.19,10.75
1000643,디지털로32가길,CS100002,중식음식점,35792319,,33545524,32939418.5,34092420.5,2
1000643,디지털로32가길,CS100003,일식음식점,80303814.25,76405810,61444576.75,72194481.75,72587170.69,4
1000643,디지털로32가길,CS100005,제과점,,,,53781532,53781532,1
1000643,디지털로32가길,CS100006,패스트푸드점,6750000,6750000,6750000,6750000,6750000,4
1000643,디지털로32가길,CS100007,치킨전문점,133759845.5,106392913,108152583.5,105175161.5,113370125.9,2
1000643,디지털로32가길,CS100008,분식전문점,31264447.38,26643144.88,17869656.11,68666143.56,36110847.98,8.5
1000643,디지털로32가길,CS100009,호프-간이주점,,,,30100423,30100423,1
1000643,디지털로32가길,CS100010,커피-음료,30993230.6,21887205.33,27717467.5,20654140.71,25313011.04,6
1000643,디지털로32가길,CS200003,예술학원,210641600,143845442,186519602,80623347,155407497.8,1
1000643,디지털로32가길,CS200028,미용실,11160568,12233546,10395792.33,11536525.33,11331607.92,3
1000643,디지털로32가길,CS200031,세탁소,9275121.667,11939357.83,7156871,6756546.667,8781974.292,6
1000643,디지털로32가길,CS300001,슈퍼마켓,49921669.75,40912863.56,43574876.11,51832412.11,46560455.38,8.75
1000643,디지털로32가길,CS300002,편의점,129214211.4,111627017.6,128408338.4,106716804.3,118991592.9,14
1000643,디지털로32가길,CS300007,육류판매,23534404,19274687,22739541,22225824,21943614,1
1000643,디지털로32가길,CS300022,화장품,100155011.6,107699472.8,147590774.5,121977980.2,119355809.8,5
1000644,디지털로32길,CS100001,한식음식점,145122147.4,124471504.8,137167789.7,151304658.6,139516525.1,91
1000644,디지털로32길,CS100002,중식음식점,135083049.2,99252558.5,126878143.2,117720798.8,119733637.4,5.75
1000644,디지털로32길,CS100003,일식음식점,46132117.11,41503814.29,34731810.89,87422089.76,52447458.01,17.5
1000644,디지털로32길,CS100005,제과점,81027545,79681991.8,74216043.4,84151330,79769227.55,5
1000644,디지털로32길,CS100006,패스트푸드점,184881478,216836809,323716595,267359232,248198528.5,1
1000644,디지털로32길,CS100007,치킨전문점,45799331.86,44664354.63,46362052,37712657.5,43634599,7.75
1000644,디지털로32길,CS100008,분식전문점,130716566.7,94929692.92,140070021.7,120520987.8,121559317.3,12.75
1000644,디지털로32길,CS100009,호프-간이주점,149596503.3,127847362.5,163957025.7,156649440.2,149512582.9,28.25
1000644,디지털로32길,CS100010,커피-음료,79997021.56,43526671.4,85855955.91,137947027.7,86831669.13,10.5
1000644,디지털로32길,CS200005,스포츠 강습,22561224.75,26431562.25,,22248213.5,23747000.17,4
1000644,디지털로32길,CS200016,당구장,12203723.8,10061146,8724016.4,16981647.36,11992633.39,10
1000644,디지털로32길,CS200028,미용실,57137479,50916115.14,52129833.43,50825548.14,52752243.93,7
1000644,디지털로32길,CS200031,세탁소,7052867,7366327,3781120,10606728,7201760.5,1
1000644,디지털로32길,CS200037,노래방,33248165.11,31700365.11,31760012.83,33172743.97,32470321.76,36
1000644,디지털로32길,CS300001,슈퍼마켓,14707713.25,12028117,9289049,10193971,11554712.56,4.25
1000644,디지털로32길,CS300002,편의점,222389103.6,123525895,255754743,256225568.2,214473827.5,5
1000644,디지털로32길,CS300011,일반의류,97863594.64,133052574.2,102383150.6,124379395.8,114419678.8,11
1000644,디지털로32길,CS300022,화장품,72818714.93,51295031.31,48099706.27,120636033.4,73212371.48,15.25
1000645,부일로11길,CS100001,한식음식점,41575274.27,51196250.27,55734432.3,46786524.55,48823120.35,10.75
1000645,부일로11길,CS100002,중식음식점,67412379,70659477,74474271,78715150,72815319.25,1
1000645,부일로11길,CS100008,분식전문점,50265565.75,50179731,38861626.75,33100280.25,43101800.94,4
1000645,부일로11길,CS100009,호프-간이주점,9711217,10215395,7267899,4956444,8037738.75,1
1000645,부일로11길,CS100010,커피-음료,22118760.25,26395053.5,22592284.5,16372909.5,21869751.94,4
1000645,부일로11길,CS200001,일반교습학원,8790203.5,6457373.167,6696109.667,58227773.5,20042864.96,6
1000645,부일로11길,CS200003,예술학원,9441264.5,9947211,10295318.5,10859788,10135895.5,2
1000645,부일로11길,CS200028,미용실,8996186.333,8312297.5,9238714.167,7576925.5,8531030.875,6
1000645,부일로11길,CS200031,세탁소,16681915,8267526.5,4814762.5,8383933.5,9537034.375,1.75
1000645,부일로11길,CS300001,슈퍼마켓,173812069.7,178005891.7,190148973.7,179643113.3,180402512.1,3
1000645,부일로11길,CS300002,편의점,141175861.6,168203478.4,222181234.5,186345794.8,179476592.3,4.5
1000645,부일로11길,CS300007,육류판매,86994860,87153616,94647826,100232532,92257208.5,1
1000645,부일로11길,CS300011,일반의류,,,,11031380,11031380,3
1000646,부일로15길,CS100001,한식음식점,34004457,30401403.4,37106835.93,70348712.21,42965352.14,14.5
1000646,부일로15길,CS100005,제과점,68826539,,73250022,74601611,72226057.33,1
1000646,부일로15길,CS100006,패스트푸드점,13517361.25,12242073,14135513.5,14426974,13580480.44,4
1000646,부일로15길,CS100007,치킨전문점,11489491.6,6706341.8,11711740.6,15279067.4,11296660.35,5
1000646,부일로15길,CS100008,분식전문점,44953942.8,44840736.8,71002446.75,66355124,56788062.59,4.75
1000646,부일로15길,CS100009,호프-간이주점,0,0,0,,0,0
1000646,부일로15길,CS100010,커피-음료,16830162.67,14788167,15381539.33,13821036,15205226.25,3
1000646,부일로15길,CS200003,예술학원,33243150.5,24609864,24044563.5,13740524.5,23909525.63,2
1000646,부일로15길,CS200005,스포츠 강습,8413461.5,9310897,9161325,12601496,9871794.875,2
1000646,부일로15길,CS200016,당구장,3099535.5,738987.3333,1491819,2293436.333,1905944.542,2.75
1000646,부일로15길,CS200028,미용실,9156179,7522887.286,7723699.714,7449726.857,7963123.214,7
1000646,부일로15길,CS200037,노래방,43593663.5,59986383,55086571.67,59325151,54497942.29,3.25
1000646,부일로15길,CS300001,슈퍼마켓,39469898.75,37753068,45752760,35443143.33,39604717.52,3.25
1000646,부일로15길,CS300002,편의점,74590847.25,,74486627,60530626,69869366.75,4
1000646,부일로15길,CS300007,육류판매,274408695.8,260970068.8,265433652.3,258170827,264745810.9,4
1000646,부일로15길,CS300010,반찬가게,4171325.4,2387590.4,3433935.833,3109939.667,3275697.825,5.5
1000646,부일로15길,CS300011,일반의류,1005845.75,2643907.75,1242044,938927,1457681.125,4.75
1000647,부일로1길,CS100001,한식음식점,56957178.57,48845123.71,59692754.77,77674608.58,60792416.41,13.25
1000647,부일로1길,CS100002,중식음식점,20006495,30649739,33520960,29904536,28520432.5,1
1000647,부일로1길,CS100006,패스트푸드점,30137484,28501214,31705023,32512427,30714037,1
1000647,부일로1길,CS100007,치킨전문점,35273487.33,38764688,41397829.33,42200937.33,39409235.5,3
1000647,부일로1길,CS100008,분식전문점,9381016,10613662,9446880,10566401,10001989.75,4.5
1000647,부일로1길,CS100009,호프-간이주점,19529471.67,23228242.67,44124783,30019091,29225397.08,2.5
1000647,부일로1길,CS200005,스포츠 강습,1652404,3139569,9088227,165240,3511360,1
1000647,부일로1길,CS200016,당구장,1030260,1486093,963817,1475663,1238958.25,2
1000647,부일로1길,CS200028,미용실,7395244.6,7082011.8,7078992.2,2939902.6,6124037.8,5
1000647,부일로1길,CS200031,세탁소,,,,3778383,3778383,2
1000647,부일로1길,CS200037,노래방,14826671,12995277,6768532,4235102,9706395.5,1
1000647,부일로1길,CS300001,슈퍼마켓,84505994.33,92322289,100001096,118669477.6,98874714.23,5.75
1000647,부일로1길,CS300002,편의점,148158235,151809250,163590643.5,63292372,131712625.1,4
1000647,부일로1길,CS300007,육류판매,26995518,38024885,33168710.67,36108800,33574478.42,3
1000647,부일로1길,CS300011,일반의류,1663844,1746228.6,760845.2,1085537,1314113.7,5
1000648,새말로18길,CS100001,한식음식점,78133582.16,77967406.47,73951580.23,75719258.79,76442956.91,43.25
1000648,새말로18길,CS100002,중식음식점,269419259.8,216433609.2,184236497.5,176626373,211678934.9,5.25
1000648,새말로18길,CS100003,일식음식점,,30461551,60149104,77760513,56123722.67,1
1000648,새말로18길,CS100007,치킨전문점,32279465,30043723,31785105.67,37117601.67,32806473.83,3
1000648,새말로18길,CS100009,호프-간이주점,84051632.41,84926689.29,81769604.82,79146902.65,82473707.29,17
1000648,새말로18길,CS100010,커피-음료,11815423.75,9253012.8,9111724.5,13856275,11009109.01,5.25
1000648,새말로18길,CS200001,일반교습학원,716207,2148621,2148621,2685776.25,1924806.313,4.75
1000648,새말로18길,CS200016,당구장,,,,77048246.5,77048246.5,2
1000648,새말로18길,CS200028,미용실,9476678,12441903,8772249,,10230276.67,2.333333333
1000648,새말로18길,CS200037,노래방,18498867.29,13783608.39,18320100.82,20984463.61,17896760.03,17.5
1000648,새말로18길,CS300002,편의점,351352814,415422074,211435981,454933940,358286202.3,1.25
1000648,새말로18길,CS300007,육류판매,169951440,250747511,174636856,240703730,209009884.3,1
1000648,새말로18길,CS300010,반찬가게,7464914.5,5592433,5353361.5,1500000,4977677.25,2
1000649,신도림로13길,CS100001,한식음식점,16672390,17984928.22,14005984.89,11560081.11,15055846.06,9
1000649,신도림로13길,CS100002,중식음식점,6263011.5,7514058,7861052.5,7269762,7226971,2
1000649,신도림로13길,CS100006,패스트푸드점,17418860,4135726,702503,15875088,9533044.25,1
1000649,신도림로13길,CS200003,예술학원,1244957,,259366,1659942,1054755,1
1000649,신도림로13길,CS200005,스포츠 강습,21760220,22423215,19004448,21143826,21082927.25,1
1000649,신도림로13길,CS300001,슈퍼마켓,170894736,171956271,179026353,182865745,176185776.3,2
1000650,오류로8길,CS100001,한식음식점,62425844.06,64902905.87,64121817.07,46095540.84,59386526.96,30.5
1000650,오류로8길,CS100002,중식음식점,114045931,111261930,57223785.5,59909012.5,85610164.75,1.5
1000650,오류로8길,CS100003,일식음식점,31772545,30745341.67,21933917.5,45000000,32362951.04,3.25
1000650,오류로8길,CS100005,제과점,55473547.5,52700418,31990268.67,38296919,44615288.29,2.5
1000650,오류로8길,CS100006,패스트푸드점,31876703.5,27208386,30051884.75,26247158,28846033.06,4
1000650,오류로8길,CS100007,치킨전문점,72427161.6,64929010.8,43483941,39646943.8,55121764.3,5
1000650,오류로8길,CS100008,분식전문점,21074107,18069131,20242965.9,16555193.78,18985349.42,9.75
1000650,오류로8길,CS100009,호프-간이주점,14922571.67,13510012.83,17496359.4,13380022,14827241.48,5.5
1000650,오류로8길,CS100010,커피-음료,29158911.5,24777255,30008018,19850257.8,25948610.58,4.25
1000650,오류로8길,CS200001,일반교습학원,11735695.71,18751846.67,26973991,17986755.4,18862072.2,5.75
1000650,오류로8길,CS200003,예술학원,26900392,27479339.5,27251269.5,6697341.5,22082085.63,2
1000650,오류로8길,CS200005,스포츠 강습,7292175,3272865.667,8957317,7349593.333,6717987.75,3
1000650,오류로8길,CS200016,당구장,11626856,9793929,10109139,8506169,10009023.25,1
1000650,오류로8길,CS200028,미용실,4660386.8,5665649.95,6632986.8,6295549.15,5813643.175,20
1000650,오류로8길,CS200037,노래방,13151301.29,13207600.71,13691680.86,13309768.71,13340087.89,7
1000650,오류로8길,CS300001,슈퍼마켓,60112347.57,56289369.86,59939286.71,53261077.57,57400520.43,7
1000650,오류로8길,CS300002,편의점,214948115,199155844,190065392.8,176186261.5,195088903.3,3.5
1000650,오류로8길,CS300007,육류판매,72201552.33,55193895.67,86395626.6,64205876.8,69499237.85,5.5
1000650,오류로8길,CS300010,반찬가게,6095914.333,4125345,7001545.667,7386695.833,6152375.208,6
1000650,오류로8길,CS300011,일반의류,7929604.182,9768337.333,9419278.917,11891668.33,9752222.191,11.75
1000650,오류로8길,CS300022,화장품,10730197.25,8001512.5,5820770.4,2840842,6848330.538,4.25
1000651,우마길,CS100001,한식음식점,2665461.167,2121157.333,2088607.667,4454972.8,2832549.742,5.75
1000651,우마길,CS100002,중식음식점,18237647.8,18020026,17184820,15434959,17219363.2,5
1000651,우마길,CS100009,호프-간이주점,17774109.75,6728456,15974801.5,7286320,11940921.81,2.75
1000651,우마길,CS200028,미용실,1567586.8,1111463.8,1196943.4,1710814.4,1396702.1,5
1000651,우마길,CS200037,노래방,14420608.13,7186703.375,9928876.875,13194147.57,11182583.99,7.75
1000651,우마길,CS300001,슈퍼마켓,18632693.83,16247066,27130041.17,28830013.17,22709953.54,6
1000651,우마길,CS300002,편의점,456866314.5,478764946,573532532,502458978,502905692.6,2
1000651,우마길,CS300022,화장품,6248314.333,5231445,5635024.333,7192083,6076716.667,3
1000652,중앙로15길,CS100001,한식음식점,21428643.13,22243665.13,20274390,12697530.67,19161057.23,8.25
1000652,중앙로15길,CS100002,중식음식점,12653043,21186357,6672313,8581471,12273296,1
1000652,중앙로15길,CS100003,일식음식점,13524503,15718995,13904989,17144389,15073219,1
1000652,중앙로15길,CS100008,분식전문점,22725560.5,25736914,25549848.5,8007925,20505062,2
1000652,중앙로15길,CS100010,커피-음료,7586136.4,7826337.6,9020677.6,5510074.75,7485806.588,4.75
1000652,중앙로15길,CS200001,일반교습학원,8314981.333,5175192.167,3925073.167,5730093.167,5786334.958,6
1000652,중앙로15길,CS200003,예술학원,1318467.4,2766251.4,1990351.8,2342692.5,2104440.775,5.25
1000652,중앙로15길,CS200005,스포츠 강습,39804678,36428389,33466730,39093880,37198419.25,1
1000652,중앙로15길,CS200028,미용실,4089584.5,3946645.4,4080692,3636199,3938280.225,10
1000652,중앙로15길,CS200031,세탁소,3400000.5,2843074.333,1664928.333,2270412.667,2544603.958,2.75
1000652,중앙로15길,CS300001,슈퍼마켓,21433342.83,21909865.17,23876901.5,29946627.83,24291684.33,6
1000652,중앙로15길,CS300002,편의점,199577612,209185283,100850248,329257317,209717615,1
1000652,중앙로15길,CS300007,육류판매,19363937,11498247.67,,255712336,95524840.22,2.666666667
1000653,중앙로1길,CS100001,한식음식점,112417318.8,97914414.52,114713414,155874271.8,120229854.8,26
1000653,중앙로1길,CS100002,중식음식점,78234681,91854009,105234622,96991409,93078680.25,1
1000653,중앙로1길,CS100005,제과점,10663229.67,16864220,17810721,19252401.5,16147643.04,2.25
1000653,중앙로1길,CS100006,패스트푸드점,29548495.5,29241902,29076240.25,29170691.5,29259332.31,4
1000653,중앙로1길,CS100007,치킨전문점,8093395,8947730,7485053.5,6414589,7735191.875,4.25
1000653,중앙로1길,CS100009,호프-간이주점,10747021.5,7375000,5390807,13039775,9138150.875,1.75
1000653,중앙로1길,CS100010,커피-음료,16651166.33,20141352.17,20451453.83,21610823,19713698.83,6
1000653,중앙로1길,CS200001,일반교습학원,2414939.429,621689.2857,463566,55273914.33,14693527.26,6.75
1000653,중앙로1길,CS200003,예술학원,16098016,17162347,63327733,8182049,26192536.25,1
1000653,중앙로1길,CS200005,스포츠 강습,32138887.33,31514398,29763991.67,26883267.67,30075136.17,3
1000653,중앙로1길,CS200016,당구장,2127303.5,2916806.5,2087102,1200447,2082914.75,2
1000653,중앙로1길,CS200028,미용실,19998614.5,14820345.4,24100944.8,20273946.33,19798462.76,5
1000653,중앙로1길,CS200037,노래방,3843515.25,3161022,6338371.25,9188141,5632762.375,4
1000653,중앙로1길,CS300001,슈퍼마켓,107447530.7,98684084.67,102495431.3,109079262,104426577.2,3
1000653,중앙로1길,CS300002,편의점,191417572,95901609.67,237894832,223405882.5,187154974,2.25
1000653,중앙로1길,CS300007,육류판매,183330155,128807135,157936077,118467775,147135285.5,1
1000653,중앙로1길,CS300010,반찬가게,23418108.33,14408918,13095693.33,15407018.33,16582434.5,3
1000653,중앙로1길,CS300011,일반의류,475838.0857,614282.5147,285524.4545,484069.7541,464928.7023,66.25
1000653,중앙로1길,CS300022,화장품,1463655.413,1677504.098,1273046.448,1686319.85,1525131.452,60.5
1000654,가산로3길,CS100001,한식음식점,39420948.88,36545482.56,35207949.13,37974092.06,37287118.16,16
1000654,가산로3길,CS100002,중식음식점,,,,33196123,33196123,1
1000654,가산로3길,CS100006,패스트푸드점,14057883,11896805,16409219,14141235,14126285.5,1
1000654,가산로3길,CS100007,치킨전문점,43079743.5,29123207,60997577.33,51553487,46188503.71,2.75
1000654,가산로3길,CS100008,분식전문점,8059340.6,10878440.6,12139073.2,9470176.2,10136757.65,5
1000654,가산로3길,CS100009,호프-간이주점,641223.3333,1992578.667,3031934.667,,1888578.889,3
1000654,가산로3길,CS100010,커피-음료,8871953,6869432,3855212,4573391.667,6042497.167,3
1000654,가산로3길,CS200016,당구장,5943885,3928109,3435997.333,3346003,4163498.583,3
1000654,가산로3길,CS200028,미용실,4053208.5,4514867,5911580.5,4209703,4672339.75,2
1000654,가산로3길,CS200037,노래방,28125209,13084061.75,15372718.25,19403453.5,18996360.63,4
1000654,가산로3길,CS300001,슈퍼마켓,2407047.333,,2340402.6,7547736.6,4098395.511,5.333333333
1000654,가산로3길,CS300002,편의점,96491441.25,100971223.3,103056527.8,87609890.75,97032270.75,4
1000654,가산로3길,CS300007,육류판매,68360957.33,92081909.22,138306591.6,174000665.9,118187531,8.25
1000655,가산로5길,CS100001,한식음식점,20673979.04,21420475.37,22121353.52,25333564.9,22387343.21,27.5
1000655,가산로5길,CS100003,일식음식점,0,0,0,,0,0
1000655,가산로5길,CS100008,분식전문점,17549605.75,18176963.88,21830134.5,19848557.89,19351315.5,8.25
1000655,가산로5길,CS100009,호프-간이주점,6313628.5,8550088.5,7375716.75,29653805.25,12973309.75,4
1000655,가산로5길,CS100010,커피-음료,7301360.333,7260239.143,8645558.714,2171248.571,6344601.69,6.75
1000655,가산로5길,CS200028,미용실,21432414.2,22797964.4,30494202.2,19501312.6,23556473.35,5
1000655,가산로5길,CS200031,세탁소,10586478.67,17764381.33,7921289.667,23859605.33,15032938.75,3
1000655,가산로5길,CS200037,노래방,16412722.33,13516180.33,13805834.67,16104774.67,14959878,3
1000655,가산로5길,CS300001,슈퍼마켓,36886897.56,39278809.22,46697264.67,47763468.33,42656609.94,9
1000655,가산로5길,CS300002,편의점,160906662.1,162076340.4,211707806.1,148533683.4,170806123,7.75
1000655,가산로5길,CS300007,육류판매,25290803.8,42121321.75,36154094.75,34267711.75,34458483.01,4.25
1000655,가산로5길,CS300010,반찬가게,4499439.714,2940664.375,3078553,2554023.375,3268170.116,7.75
1000656,금하로14길,CS100001,한식음식점,45839691.14,51236524.27,55040643.41,83533051.63,58912477.61,21
1000656,금하로14길,CS100002,중식음식점,60859844,72385364,76687941,84453136,73596571.25,1
1000656,금하로14길,CS100006,패스트푸드점,5633736,6766161,7197524,11342388,7734952.25,1
1000656,금하로14길,CS100008,분식전문점,4679157.6,4453892.2,3271671.2,4624135.6,4257214.15,5
1000656,금하로14길,CS100009,호프-간이주점,4000354.313,5318194.813,4531786.071,6629820.75,5120038.987,15.5
1000656,금하로14길,CS100010,커피-음료,,18010.33333,,,18010.33333,3
1000656,금하로14길,CS200028,미용실,3954292.25,4152513,4661480.875,4805605.875,4393473,8
1000656,금하로14길,CS200037,노래방,16897131.33,13845756.67,21927916.33,21352163,18505741.83,3
1000656,금하로14길,CS300002,편의점,,29857784,814524725,344788882,396390463.7,1.333333333
1000656,금하로14길,CS300010,반찬가게,,,,43103293,43103293,1
1000656,금하로14길,CS300011,일반의류,2974439.7,6007607.6,2562412.5,3241371.5,3696457.825,9.5
1000656,금하로14길,CS300022,화장품,4491635,,7500000,7500000,6497211.667,2
1000657,금하로1길,CS100001,한식음식점,2175958.333,1982123,1581946.667,,1913342.667,3
1000657,금하로1길,CS100005,제과점,22783574,22647455,17253073.5,18702550,20346663.13,2
1000657,금하로1길,CS100006,패스트푸드점,17832845,18446442,18292263.5,20019899,18647862.38,2
1000657,금하로1길,CS100007,치킨전문점,14664705,16593664.67,21177241.33,19258475.67,17923521.67,3
1000657,금하로1길,CS100008,분식전문점,6898474.714,8037472.286,9661326.571,9266600.857,8465968.607,7
1000657,금하로1길,CS100010,커피-음료,11148201,15415207,13694433,8392872,12162678.25,1
1000657,금하로1길,CS200003,예술학원,21431453,19865931,22835023.67,19656745,20947288.17,3.25
1000657,금하로1길,CS200028,미용실,3104718.667,3538137.833,3228109.417,3284226.615,3288798.133,12.25
1000657,금하로1길,CS200037,노래방,3284400,3000254.25,3249285,3966758.25,3375174.375,4
1000657,금하로1길,CS300001,슈퍼마켓,102072295.4,108097445.2,107750296,87091270.8,101252826.9,5
1000657,금하로1길,CS300010,반찬가게,2546564.75,2249451.5,2838107,1964436.5,2399639.938,4.75
1000657,금하로1길,CS300022,화장품,37532868.67,46916986.33,20485225.67,38390606,35831421.67,3
1000658,금하로24길,CS100001,한식음식점,21698268.46,29241617.33,27819704.75,26927709.09,26421824.91,12
1000658,금하로24길,CS100007,치킨전문점,10802590.5,5989019.5,3232360,29939692.5,12490915.63,2
1000658,금하로24길,CS100008,분식전문점,468433.3333,1198021.333,428281.6667,2042703,1034359.833,2.75
1000658,금하로24길,CS100009,호프-간이주점,51067165,33293939,49094276.67,22841507,39074221.92,3
1000658,금하로24길,CS100010,커피-음료,5509785.5,9209974.5,7498632.5,4564054.333,6695611.708,2.25
1000658,금하로24길,CS200003,예술학원,19068017,17911962.5,26459258.5,20660843,21025020.25,1.75
1000658,금하로24길,CS200005,스포츠 강습,28187346,56759598.5,50394090.5,23296804.5,39659459.88,2
1000658,금하로24길,CS200028,미용실,3597590.111,3797489.556,4070718.778,2723442.111,3547310.139,9
1000658,금하로24길,CS200031,세탁소,1664594,2725101,1503504.333,1349126.667,1810581.5,3
1000658,금하로24길,CS200037,노래방,6137672,1153065.5,5885439,10930101,6026569.375,1.25
1000658,금하로24길,CS300001,슈퍼마켓,26328290.82,15867838.09,14239164.36,7604162.3,16009863.89,10.75
1000658,금하로24길,CS300002,편의점,194526121.5,191211850,217998162.5,195998938,199933768,2
1000658,금하로24길,CS300007,육류판매,72644621.67,59771100,89342845.33,2653943.667,56103127.67,3
1000658,금하로24길,CS300011,일반의류,1805367.667,4000000,2091579.25,1059004.25,2238987.792,3.5
1000658,금하로24길,CS300022,화장품,3208981.5,3255488.333,2092814,1395209.25,2488123.271,3.75
1000659,남부순환로112길,CS100001,한식음식점,23771473.32,32389612.37,32600548.19,48630619.46,34348063.34,26.75
1000659,남부순환로112길,CS100005,제과점,1468693,,,,1468693,1
1000659,남부순환로112길,CS100007,치킨전문점,27073705,23114712.5,20763278.5,21349007.5,23075175.88,2
1000659,남부순환로112길,CS100008,분식전문점,26089958.75,36135992.63,24284528.13,11757427.63,24566976.78,8
1000659,남부순환로112길,CS100009,호프-간이주점,8466104.308,9531185.923,6549705.923,14873837.36,9855208.378,13.25
1000659,남부순환로112길,CS100010,커피-음료,218282.5,131452,134265.5,331444,203861,2
1000659,남부순환로112길,CS200028,미용실,12846745,12780256.75,12259807.13,9708031.875,11898710.19,8
1000659,남부순환로112길,CS200031,세탁소,1351982.333,818296.3333,1742878,2724963.333,1659530,3
1000659,남부순환로112길,CS200037,노래방,16278698,15352804.71,13527653.14,18962007.57,16030290.86,7
1000659,남부순환로112길,CS300001,슈퍼마켓,22485867.78,18915920.33,28329321.33,20776554.89,22626916.08,9
1000659,남부순환로112길,CS300002,편의점,89781985.8,99593863.2,104282113.2,137351874,107752459.1,5
1000659,남부순환로112길,CS300010,반찬가게,6902199.2,7740516,8222718.4,5532834.8,7099567.1,5
1000659,남부순환로112길,CS300011,일반의류,6439561,13916413,26711996,,15689323.33,1
1000660,독산로108길,CS100001,한식음식점,46331081.38,37719950.93,38538265.36,47128922,42429554.92,15
1000660,독산로108길,CS100005,제과점,189299448.5,185715670,166295473.5,,180436864,2
1000660,독산로108길,CS100006,패스트푸드점,37248641,39321967,49407070,43011556,42247308.5,1
1000660,독산로108길,CS100007,치킨전문점,20159154.33,9909799.25,13945337.75,12791473.75,14201441.27,3.75
1000660,독산로108길,CS100008,분식전문점,23843522.5,27791410.5,27390394.8,17551124,24144112.95,4.75
1000660,독산로108길,CS100009,호프-간이주점,2194700,3715644.7,2651753.6,7658810.5,4055227.2,10
1000660,독산로108길,CS100010,커피-음료,25047080,22854226.5,25406324,20218870,23381625.13,2
1000660,독산로108길,CS200001,일반교습학원,,,,96820834,96820834,1
1000660,독산로108길,CS200003,예술학원,6809523,6809523,2868254,,5495766.667,1
1000660,독산로108길,CS200016,당구장,2261120.667,1721292.667,2092673.333,1870229.667,1986329.083,3
1000660,독산로108길,CS200028,미용실,8833821.6,7861701.4,8382956.6,7833341.6,8227955.3,10
1000660,독산로108길,CS300001,슈퍼마켓,71673357,66104804,69606792.58,52737495.67,65030612.31,12.5
1000660,독산로108길,CS300002,편의점,6700497.333,7866665.667,7446456.667,6357020.75,7092660.104,3.25
1000660,독산로108길,CS300007,육류판매,67113208.5,54725480.5,67455424,292649315,120485857,2
1000660,독산로108길,CS300011,일반의류,6164398,11965328.33,8663459.333,35611809.27,15601248.73,9.5
1000660,독산로108길,CS300022,화장품,10750667.75,13102263,11372687,153533324.3,47189735.52,3.5
1000661,독산로40길,CS100001,한식음식점,51413581.08,32769417.08,51909667,55718661.62,47952831.69,12.75
1000661,독산로40길,CS100005,제과점,16322016,9909661.667,8689678,8552992,10868586.92,2.75
1000661,독산로40길,CS100007,치킨전문점,30823391,36059996.8,34363815.83,33827488.8,33768673.11,5.25
1000661,독산로40길,CS100008,분식전문점,11314894.86,13127934.43,16011465.67,14690327.5,13786155.61,6.5
1000661,독산로40길,CS100009,호프-간이주점,69948606.33,45249446.33,65162766.33,68139199.33,62125004.58,3
1000661,독산로40길,CS100010,커피-음료,21671708.5,4626316.5,22312200.5,14016040,15656566.38,2
