상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,1분기매출,2분기매출,3분기매출,4분기매출,분기별매출평균,점포수
1000399,연서로11길,CS200003,예술학원,2311926.333,3440367,2727522.667,1720183.333,2549999.833,3
1000399,연서로11길,CS200005,스포츠 강습,23063328,21649485,23151693,22002945,22466862.75,1
1000399,연서로11길,CS200028,미용실,24648073.44,24972632.4,22353455.53,20899266.8,23218357.04,15.25
1000399,연서로11길,CS300001,슈퍼마켓,169318812,180279873,152024887.3,215350842.5,179243603.7,2.75
1000399,연서로11길,CS300002,편의점,121671591.7,137905613.3,149179686,125627218,133596027.3,3
1000399,연서로11길,CS300007,육류판매,22947202.5,18575117.5,29311709.5,14365423,21299863.13,2
1000399,연서로11길,CS300010,반찬가게,,,,1006171240,1006171240,6
1000399,연서로11길,CS300011,일반의류,622090.5,1713916.333,1263022.5,2025448.833,1406119.542,6
1000399,연서로11길,CS300022,화장품,,,,10799193,10799193,4
1000400,연서로13길,CS100001,한식음식점,30880620,13283973.33,12355642,4947258.5,15366873.46,3.25
1000400,연서로13길,CS100006,패스트푸드점,13838291,22146998,22053372,28883192,21730463.25,1
1000400,연서로13길,CS100007,치킨전문점,41920904,35340022,46773604,29976945,38502868.75,1
1000400,연서로13길,CS100008,분식전문점,11503467.5,13217136.5,13553767,14819324.25,13273423.81,4
1000400,연서로13길,CS100010,커피-음료,5173569.75,5936530.25,3060400,7833403.25,5500975.813,4.25
1000400,연서로13길,CS200001,일반교습학원,32783505,,,,32783505,1
1000400,연서로13길,CS200003,예술학원,4946958.5,12571110.5,10494384,5620844.75,8408324.438,4
1000400,연서로13길,CS200028,미용실,7337929.714,7304363.286,8935129.571,7450711.857,7757033.607,7
1000400,연서로13길,CS200031,세탁소,4304337.667,6569273.333,2417287.667,4794782.667,4521420.333,3
1000400,연서로13길,CS300001,슈퍼마켓,18656620.6,17353180.8,23377186.25,29605600.75,22248147.1,4.5
1000400,연서로13길,CS300002,편의점,333268320,367089817,360901606,338860363,350030026.5,1
1000400,연서로13길,CS300007,육류판매,28167771.5,24072842.5,28598455,53128575,33491911,2
1000400,연서로13길,CS300011,일반의류,94133033,32002740.4,15358665.5,2055841.833,35887570.18,5.5
1000401,연서로16길,CS100001,한식음식점,27684657.05,30585494.5,29545743.58,26877579.45,28673368.65,22.25
1000401,연서로16길,CS100003,일식음식점,104811507,109638682,97929361,95849831,102057345.3,1
1000401,연서로16길,CS100005,제과점,4163218,2943103,2890030.25,2876450.5,3218200.438,3.75
1000401,연서로16길,CS100006,패스트푸드점,,,,2354375.167,2354375.167,6
1000401,연서로16길,CS100007,치킨전문점,6188895.333,6557303.667,4906322.25,6015568.667,5917022.479,4
1000401,연서로16길,CS100008,분식전문점,22976406.67,27318627.33,22618758.25,24245837.33,24289907.4,3.25
1000401,연서로16길,CS100009,호프-간이주점,10652173.5,13369986.29,16544670.5,17097924.83,14416188.78,6.75
1000401,연서로16길,CS100010,커피-음료,441019.3333,1709573,1492882,944901.3333,1147093.917,2.75
1000401,연서로16길,CS200001,일반교습학원,17784193.33,20826337.47,22378605.13,33595588.13,23646181.02,15
1000401,연서로16길,CS200003,예술학원,37171152.67,35041408,51819876,2785369.5,31704451.54,2.5
1000401,연서로16길,CS200005,스포츠 강습,26002054,48772751.67,27614308,39895499.33,35571153.25,3
1000401,연서로16길,CS200016,당구장,21382830.5,23424594,22558391.5,23984879.5,22837673.88,2
1000401,연서로16길,CS200028,미용실,21055470.69,23703218.62,22532950.92,21389472.5,22170278.18,12.75
1000401,연서로16길,CS300001,슈퍼마켓,8649229,9312397.5,5966306.333,706061,6158498.458,2.5
1000401,연서로16길,CS300002,편의점,113723169.8,120616397.2,123273515.8,111359841.6,117243231.1,5
1000401,연서로16길,CS300007,육류판매,29554048,33448951.5,38664225,33225350.5,33723143.75,2
1000401,연서로16길,CS300010,반찬가게,,,17482227.67,55908280,36695253.83,3
1000401,연서로16길,CS300011,일반의류,16313673.8,5813531,3591705.8,,8572970.2,5
1000401,연서로16길,CS300022,화장품,238096063,247063513.4,248400000,14300298.6,186964968.8,5
1000402,연서로17길,CS100001,한식음식점,31394720.96,22724712.65,34717588.12,35473550.77,31077643.13,26.25
1000402,연서로17길,CS100007,치킨전문점,55945729,41381991.83,49242334.67,53024951.67,49898751.79,5.75
1000402,연서로17길,CS100008,분식전문점,20358094.67,19059197.56,18852474.67,26763673.22,21258360.03,9
1000402,연서로17길,CS100009,호프-간이주점,6173396.75,8252608,8855842.5,25778944.83,12265198.02,4.5
1000402,연서로17길,CS100010,커피-음료,3061206.25,3362362.5,8122002.75,7018663.25,5391058.688,4
1000402,연서로17길,CS200001,일반교습학원,38181013.29,41486715.63,48683856.75,133948636.5,65575055.54,7.75
1000402,연서로17길,CS200003,예술학원,,5945806.4,16722580.6,36568890,19745759,5
1000402,연서로17길,CS200005,스포츠 강습,10832044.67,4684830.667,9073607,12000000,9147620.583,3
1000402,연서로17길,CS200016,당구장,13262210.8,12538374.4,11308003.4,8482505,11397773.4,5
1000402,연서로17길,CS200028,미용실,7889063.583,8134468.583,10223163.42,8495203.667,8685474.813,12
1000402,연서로17길,CS200037,노래방,25166973.75,20848995.75,26221365.5,26156236.4,24598392.85,4.25
1000402,연서로17길,CS300001,슈퍼마켓,368941650.8,335318625.5,345477681.8,319249421.8,342246844.9,4
1000402,연서로17길,CS300002,편의점,118113703.6,131714143,136241619.2,154969472,135259734.5,4.75
1000402,연서로17길,CS300007,육류판매,142563797.7,127312628.6,144838466.3,115420134.7,132533756.8,6
1000402,연서로17길,CS300010,반찬가게,23741151.8,6743750.8,6974797.2,1888572230,481507982.4,5
1000402,연서로17길,CS300011,일반의류,44765487.42,55874140.82,60450707.82,72803299.73,58473408.95,11.25
1000402,연서로17길,CS300022,화장품,,,,1508009.8,1508009.8,5
1000403,연서로21길,CS100001,한식음식점,62764107.63,69969656.86,70946163.29,68546451.57,68056594.83,7.25
1000403,연서로21길,CS100005,제과점,0,0,0,,0,0
1000403,연서로21길,CS100008,분식전문점,17136148,10600918.6,11095387.2,20980694.75,14953287.14,4.25
1000403,연서로21길,CS100009,호프-간이주점,20441792,19821255.5,19377649,13079977,18180168.38,2
1000403,연서로21길,CS100010,커피-음료,8971751.2,7768663.583,8846711.2,10417215.67,9001085.413,10.25
1000403,연서로21길,CS200001,일반교습학원,118894144.3,106637698.1,103775035.7,92382366.5,105422311.1,6.5
1000403,연서로21길,CS200028,미용실,11753457.44,10744703.12,11037126.94,9628638.941,10790981.61,16.75
1000403,연서로21길,CS200031,세탁소,2422209.5,3116349,1825332.5,2207056,2392736.75,2
1000403,연서로21길,CS300001,슈퍼마켓,31930487.86,33957417.29,33046852.86,35805901.71,33685164.93,7
1000403,연서로21길,CS300002,편의점,164902166.6,182230954.8,195815640.6,147125696.8,172518614.7,5
1000403,연서로21길,CS300007,육류판매,41663101.33,69141601.5,69147432.5,136335763,79071974.58,2
1000403,연서로21길,CS300010,반찬가게,,,,91552409.43,91552409.43,7
1000403,연서로21길,CS300011,일반의류,2200376.385,1937647.231,1278264.846,2682783.5,2024767.99,12.75
1000403,연서로21길,CS300022,화장품,15549125,24802070.5,35016160.5,30486888.5,26463561.13,2
1000404,연서로27길,CS100001,한식음식점,49419431.48,47057707.5,52127072.42,50560491.6,49791175.75,25.5
1000404,연서로27길,CS100002,중식음식점,73972469,71635022,67072240.5,40150830,63207640.38,2.25
1000404,연서로27길,CS100003,일식음식점,32091072.25,27894648.5,25692495.25,92449033,44531812.25,4
1000404,연서로27길,CS100006,패스트푸드점,5025388.5,1970487,,,3497937.75,1.5
1000404,연서로27길,CS100007,치킨전문점,20409825.67,13075331,17849219,19059873.33,17598562.25,3
1000404,연서로27길,CS100008,분식전문점,24805311.2,11802261.33,45859444.43,50073749,33135191.49,6.25
1000404,연서로27길,CS100009,호프-간이주점,28703264,24684070,,,26693667,1
1000404,연서로27길,CS100010,커피-음료,29470856.25,31821742.71,29814099.57,9046384.875,25038270.85,7.5
1000404,연서로27길,CS200001,일반교습학원,39317392.21,29180306.2,32067779,40606717.64,35293048.76,14.25
1000404,연서로27길,CS200003,예술학원,50412265.22,33581614.67,28065533.5,41158844.1,38304564.37,9.5
1000404,연서로27길,CS200005,스포츠 강습,6671831.4,5683707.2,5254369.6,9769922.6,6844957.7,5
1000404,연서로27길,CS200016,당구장,57051,,3630247,3417056.5,2368118.167,2
1000404,연서로27길,CS200028,미용실,17933243,18709451.75,21658481,14197299.33,18124618.77,8
1000404,연서로27길,CS200031,세탁소,,516296.25,157077.75,4745918.75,1806430.917,4
1000404,연서로27길,CS300002,편의점,127544153.6,142669912,142869123.8,229839700,160730722.4,5
1000404,연서로27길,CS300011,일반의류,8461117.091,10787121.6,15052136.38,15181250.63,12370406.42,9.25
1000404,연서로27길,CS300022,화장품,1347337.4,1552366.8,1025147.8,4666759.4,2147902.85,5
1000405,연서로28길,CS100001,한식음식점,42087731.52,40197590.57,41720674.14,61808029.41,46453506.41,29.75
1000405,연서로28길,CS100002,중식음식점,127908227,126670404,107949162,129055766,122895889.8,1
1000405,연서로28길,CS100003,일식음식점,49558168,20717742.33,43669990.33,49362689,40827147.42,2.75
1000405,연서로28길,CS100005,제과점,7560728.5,14016953.5,18116143.5,,13231275.17,2
1000405,연서로28길,CS100006,패스트푸드점,51956815.75,10076590.2,35669073.4,56568801.4,38567820.19,4.75
1000405,연서로28길,CS100007,치킨전문점,6589063,8751774.333,7475567,6684573,7375244.333,3.25
1000405,연서로28길,CS100008,분식전문점,6349977.2,,273802.8,40563.4,2221447.8,5
1000405,연서로28길,CS100009,호프-간이주점,21209279.33,26414170.33,30128646.17,27310158.67,26265563.63,6
1000405,연서로28길,CS100010,커피-음료,52447333.57,51206701.29,54281891.71,53790870.43,52931699.25,7
1000405,연서로28길,CS200003,예술학원,,,,662016.4,662016.4,5
1000405,연서로28길,CS200016,당구장,31058764,32003093,30358762,38581443,33000515.5,1
1000405,연서로28길,CS200028,미용실,10007308.29,8442273,8896051,10256395.36,9400506.911,14
1000405,연서로28길,CS200037,노래방,10022139.75,12849682.25,14763760.75,15743370.33,13344738.27,3.75
1000405,연서로28길,CS300001,슈퍼마켓,51139887.67,57490251,61200938.83,84472202.29,63575819.95,6.25
1000405,연서로28길,CS300002,편의점,210747375.2,227241510.7,236128791.8,223159432.8,224319277.6,6
1000405,연서로28길,CS300007,육류판매,65706860,65622177,78014408,82706680,73012531.25,1
1000405,연서로28길,CS300010,반찬가게,,,,843191847,843191847,2
1000405,연서로28길,CS300011,일반의류,27706724.91,28896139.25,20730272.25,30719742.92,27013219.83,11.75
1000405,연서로28길,CS300022,화장품,5240053.111,5768838.667,5516001.333,13633600.89,7539623.5,9
1000406,연서로29길,CS100001,한식음식점,41578679.58,35824424.75,43989966.15,50112407.96,42876369.61,26.5
1000406,연서로29길,CS100003,일식음식점,21247016.25,18126738.75,16727057.25,7772387.5,15968299.94,4.5
1000406,연서로29길,CS100005,제과점,10370309.5,10192279,10677267,8489285.5,9932285.25,1.5
1000406,연서로29길,CS100006,패스트푸드점,66734201,62214318,29823366.5,44072043.5,50710982.25,1.5
1000406,연서로29길,CS100007,치킨전문점,11202988.5,6167767.333,5155357.667,5897947,7106015.125,2.75
1000406,연서로29길,CS100008,분식전문점,41904252.44,43462373.22,54153784.13,61684835.88,50301311.42,8.5
1000406,연서로29길,CS100009,호프-간이주점,28105477.67,25182213.33,19472634.67,23033302.67,23948407.08,6
1000406,연서로29길,CS100010,커피-음료,58273722.75,32679629.63,34069838.88,22790518.33,36953427.4,8.25
1000406,연서로29길,CS200001,일반교습학원,27389870.4,22169354.2,21351963.4,31904923.2,25704027.8,5
1000406,연서로29길,CS200003,예술학원,5749569.333,3261032.667,2124087.667,3600865.333,3683888.75,3
1000406,연서로29길,CS200028,미용실,6965881.6,9146528.8,7694277.75,7117021.75,7730927.475,4.5
1000406,연서로29길,CS200031,세탁소,1860484.333,2473221.667,882903,1219396.5,1609001.375,3.25
1000406,연서로29길,CS300002,편의점,182778659.3,190836761.7,192971107.3,184767882.7,187838602.8,3
1000406,연서로29길,CS300007,육류판매,,,,386577206,386577206,1
1000406,연서로29길,CS300011,일반의류,5504158.5,6963101,5357387.5,4461233.5,5571470.125,2
1000407,연서로33길,CS100001,한식음식점,9095828.222,13020611.9,17927971.64,29787504.73,17457979.12,10.25
1000407,연서로33길,CS100002,중식음식점,38674149,44343693.5,38798148,47223244,42259808.63,2
1000407,연서로33길,CS100005,제과점,0,0,0,,0,0
1000407,연서로33길,CS100008,분식전문점,943310.75,,,7746590,4344950.375,3.5
1000407,연서로33길,CS100009,호프-간이주점,3163418.6,2716696,6286308,5400772,4391798.65,4.5
1000407,연서로33길,CS100010,커피-음료,25355886,30587301.5,63910731,48298157,42038018.88,1.5
1000407,연서로33길,CS200001,일반교습학원,8006653.5,5734668.5,8463624.5,11475773.5,8420180,2
1000407,연서로33길,CS200028,미용실,11564827.57,11657490.43,10860111.5,11140901.08,11305832.64,13.75
1000407,연서로33길,CS200031,세탁소,2782880.333,4379657.667,1576623.667,2706219.333,2861345.25,3
1000407,연서로33길,CS300001,슈퍼마켓,20703711.4,25719340,22479257.5,22641306,22885903.73,5.5
1000407,연서로33길,CS300002,편의점,181499021.5,191063210.5,199418031.5,114561170.3,171635358.5,2.25
1000407,연서로33길,CS300007,육류판매,279730526,283843586,271541260,258420742,273384028.5,1
1000407,연서로33길,CS300011,일반의류,64030.33333,545079.3333,1428370.667,2864949.667,1225607.5,3
1000408,연서로34길,CS100001,한식음식점,20590718.24,21586139.18,17762572.94,20769617.69,20177262.01,16.5
1000408,연서로34길,CS100002,중식음식점,202939578,208343048,181377004,214873494,201883281,1
1000408,연서로34길,CS100003,일식음식점,62365666,69376277,79215359,55155185,66528121.75,1.25
1000408,연서로34길,CS100005,제과점,,,36680336,99211201,67945768.5,1
1000408,연서로34길,CS100006,패스트푸드점,9658782.5,10695201.5,11419147,10694498,10616907.25,2
1000408,연서로34길,CS100007,치킨전문점,7925977,8409116.75,9970948.25,6069181.25,8093805.813,3.75
1000408,연서로34길,CS100009,호프-간이주점,4468084.4,3869868.6,1437997.8,2144097.6,2980012.1,5
1000408,연서로34길,CS100010,커피-음료,9662163,8326441,2146661,8269143,7101102,1.25
1000408,연서로34길,CS200001,일반교습학원,,688433.2,1376866.6,6639938.75,2901746.183,4.666666667
1000408,연서로34길,CS200003,예술학원,11994714,10992902,15178858,4041358.5,10551958.13,2
1000408,연서로34길,CS200005,스포츠 강습,13959968.5,8980909,10344416,9987786.5,10818270,2
1000408,연서로34길,CS200016,당구장,2622987,2005480,16181694,27804793,12153738.5,1.75
1000408,연서로34길,CS200028,미용실,3973012.214,3488712.714,4181160.077,4470176.308,4028265.328,13.5
1000408,연서로34길,CS300001,슈퍼마켓,21986244.67,23536935.67,22339670.25,21979871.75,22460680.58,3.5
1000408,연서로34길,CS300002,편의점,120203022.7,84175222,156551423,59104049.67,105008429.3,3
1000408,연서로34길,CS300007,육류판매,25919806.5,24570130.5,28998641.5,35987474.5,28869013.25,2
1000408,연서로34길,CS300011,일반의류,,178597.5,,1556187.25,867392.375,4
1000409,연서로3길,CS100001,한식음식점,29036425.13,28755552,25045058.86,45083422,31980114.5,7.5
1000409,연서로3길,CS100005,제과점,212363652,203436118,194956231,217050682,206951670.8,1
1000409,연서로3길,CS100007,치킨전문점,14633746,,5779125,,10206435.5,1
1000409,연서로3길,CS100008,분식전문점,2946671.714,4450486.857,4932981.625,5901729.25,4557967.362,7.5
1000409,연서로3길,CS100009,호프-간이주점,,,995875,1915144,1455509.5,1
1000409,연서로3길,CS100010,커피-음료,1926670.167,2000000,1505347,684215.1667,1529058.083,6.25
1000409,연서로3길,CS200001,일반교습학원,15154921.4,17730263.2,16714325.2,20773981,17593372.7,5
1000409,연서로3길,CS200003,예술학원,60717377.25,48010091,41696545.5,26924773.75,44337196.88,4
1000409,연서로3길,CS200005,스포츠 강습,0,8084798,,,4042399,0.5
1000409,연서로3길,CS200028,미용실,11089454.92,9910688.308,10196304.23,10110918.92,10326841.6,13
1000409,연서로3길,CS200031,세탁소,758101.6667,2504077,755804.6667,1605797.333,1405945.167,3
1000409,연서로3길,CS300002,편의점,116816532.7,134538165.7,135204954,164872374.5,137858006.7,2.75
1000409,연서로3길,CS300007,육류판매,154135728.7,117996357.7,136285508.7,128298902.3,134179124.3,3
1000409,연서로3길,CS300010,반찬가게,33750000,45000000,45000000,45000000,42187500,3.25
1000409,연서로3길,CS300011,일반의류,11299528,16138062.5,10174213.25,5460709.25,10768128.25,3
1000409,연서로3길,CS300022,화장품,10869989.33,22127649.33,22823176.67,39021740.67,23710639,3
1000410,연서로41길,CS100001,한식음식점,29608618.2,29449487.82,32108641.33,25994350.45,29290274.45,10.25
1000410,연서로41길,CS100002,중식음식점,92837926,,110741091,99978925,101185980.7,1
1000410,연서로41길,CS100006,패스트푸드점,22568504,18941331,20080646,18676081,20066640.5,1
1000410,연서로41길,CS100007,치킨전문점,4756698,3819240,3964232.5,3985624.5,4131448.75,2
1000410,연서로41길,CS100008,분식전문점,6533228,5831503.667,9091751.333,3707784.667,6291066.917,3
1000410,연서로41길,CS100009,호프-간이주점,86603789,93347340,106081993,16421053,75613543.75,1
1000410,연서로41길,CS100010,커피-음료,2111051,3422623.5,4692923,,3408865.833,2
1000410,연서로41길,CS200001,일반교습학원,8759539,4320818,5973294,17540625,9148569,5
1000410,연서로41길,CS200003,예술학원,5053266.833,11146330.17,13745454.83,5405477,8837632.208,6
1000410,연서로41길,CS200005,스포츠 강습,13678455.75,11611829,9088281.25,14995059.25,12343406.31,4
1000410,연서로41길,CS200028,미용실,4003570.667,4018709.556,5027870.889,4379263.9,4357353.753,9.25
1000410,연서로41길,CS200031,세탁소,3000000,3578699.667,3000000,4765245,3585986.167,3
1000410,연서로41길,CS300001,슈퍼마켓,105896567.6,103472668.9,117171980.3,122872595.1,112353453,7.75
1000410,연서로41길,CS300002,편의점,128844137,148852087.5,160394293,86273844,131091090.4,2
1000410,연서로41길,CS300007,육류판매,58809358.33,48816994.33,62234016,53386841.33,55811802.5,3
1000410,연서로41길,CS300010,반찬가게,,,,23905335,23905335,3
1000410,연서로41길,CS300011,일반의류,1107330,1160558.5,,,1133944.25,4
1000411,연서로5길,CS100001,한식음식점,61512453.92,64954529.08,66695643.57,48560115.6,60430685.54,13.75
1000411,연서로5길,CS100005,제과점,156705720.5,146758645.5,143033016,161261575,151939739.3,2
1000411,연서로5길,CS100007,치킨전문점,88710215,95750230.5,122601730,119935860.5,106749509,2.25
1000411,연서로5길,CS100008,분식전문점,7413050.4,9400114,10516918.67,18603400.6,11483370.92,5.25
1000411,연서로5길,CS100009,호프-간이주점,34296366.4,38248052.6,57360456,73041684.67,50736639.92,4.25
1000411,연서로5길,CS100010,커피-음료,6039247,8771352.25,10267454.75,6509131.6,7896796.4,4.25
1000411,연서로5길,CS200001,일반교습학원,10770606.86,8199657,8909584,9498823.4,9344667.814,6.25
1000411,연서로5길,CS200003,예술학원,17689189,16846847,13286036.5,15851351,15918355.88,2
1000411,연서로5길,CS200005,스포츠 강습,16177958,17451025,17415264.6,16887800,16983011.9,5
1000411,연서로5길,CS200016,당구장,9785400,7403259,7409679.5,2099623.5,6674490.5,2
1000411,연서로5길,CS200028,미용실,10612616.33,9268082.889,10743600,8113803,9684525.556,9
1000411,연서로5길,CS200037,노래방,24687661.67,20550966,41490337,29975410,29176093.67,2.25
1000411,연서로5길,CS300001,슈퍼마켓,7275185.2,7155998.2,6160758.4,843304.2,5358811.5,5
1000411,연서로5길,CS300002,편의점,152266473.4,203755644.5,213940456.5,189644335.5,189901727.5,4.25
1000411,연서로5길,CS300007,육류판매,,,,337275,337275,1
1000411,연서로5길,CS300010,반찬가게,,,,10223467,10223467,2
1000411,연서로5길,CS300011,일반의류,2824018.143,2152545.429,2515149.333,5305756,3199367.226,6.5
1000412,은평로10길,CS100001,한식음식점,12725867.18,13336049.36,13833899.55,24169797.5,16016403.4,10.75
1000412,은평로10길,CS100002,중식음식점,6283136,9782854,15016921,10950366,10508319.25,1
1000412,은평로10길,CS100003,일식음식점,12844288.5,,15231384.5,16204437,14760036.67,2
1000412,은평로10길,CS100005,제과점,64732544.5,59699778.5,57029818,70600219,63015590,2
1000412,은평로10길,CS100006,패스트푸드점,76654548.33,122978540,132520526.5,124590087.5,114185925.6,2.25
1000412,은평로10길,CS100008,분식전문점,9143966.778,12038491,14237048.63,13039679.22,12114796.41,8.75
1000412,은평로10길,CS100009,호프-간이주점,27426280.5,37332294,39619376.5,28010913,33097216,2
1000412,은평로10길,CS200003,예술학원,6776093,11400534,7546832,10115967,8959856.5,1
1000412,은평로10길,CS200005,스포츠 강습,8365145,14101105.5,9069958.75,14416464.67,11488168.48,3.75
1000412,은평로10길,CS200028,미용실,4992743.167,5691594.25,4618751.333,4338388.75,4910369.375,12
1000412,은평로10길,CS200031,세탁소,9342405,8401121.75,4913224.25,9306418.4,7990792.35,4.25
1000412,은평로10길,CS200037,노래방,10825064,5994525,24935153,28718112.5,17618213.63,2
1000412,은평로10길,CS300001,슈퍼마켓,76378531.25,76173216.5,83113436.25,83342262.75,79751861.69,4
1000412,은평로10길,CS300007,육류판매,6670684.5,,4019967.25,4125854.25,4938835.333,4
1000412,은평로10길,CS300010,반찬가게,7364493,31596805.86,26815250.57,6991177.857,18191931.82,6.75
1000412,은평로10길,CS300022,화장품,2011380.5,2336121,3915487.5,6705210,3742049.75,2
1000413,은평로13길,CS100001,한식음식점,94976725.19,98510163.87,112599048.5,71851881,94484454.63,30.75
1000413,은평로13길,CS100002,중식음식점,147475291,121986091,122866297,168157048,140121181.8,2
1000413,은평로13길,CS100003,일식음식점,,,,2726273.6,2726273.6,5
1000413,은평로13길,CS100007,치킨전문점,,,,21540712,21540712,1
1000413,은평로13길,CS100008,분식전문점,9148233.2,8655539.25,8047511.25,18811517.75,11165700.36,4.25
1000413,은평로13길,CS100009,호프-간이주점,22009973.3,23452666.36,18336880.69,9325191.727,18281178.02,11.25
1000413,은평로13길,CS100010,커피-음료,6163915.4,6001680.333,6121632,6720676,6251975.933,5.75
1000413,은평로13길,CS200001,일반교습학원,22959066.5,23296700,25216990,,23824252.17,2
1000413,은평로13길,CS200003,예술학원,3399142,7223176,11188841,,7270386.333,1
1000413,은평로13길,CS200016,당구장,8552699.667,7579667,9877874,8894421.25,8726165.479,3.5
1000413,은평로13길,CS200028,미용실,12379587.57,11503058.29,13301057,12393793.14,12394374,7
1000413,은평로13길,CS200037,노래방,15493094.38,16492727.38,23588024.25,24438572.38,20003104.59,8
1000413,은평로13길,CS300002,편의점,96284201.14,104681781,125873082.2,183133942,127493251.6,5.75
1000413,은평로13길,CS300010,반찬가게,,,,1599413178,1599413178,6
1000413,은평로13길,CS300011,일반의류,6434015.4,9916454.6,3475157.6,9997728.5,7455839.025,4.75
1000413,은평로13길,CS300022,화장품,,,,214013.9167,214013.9167,108
1000414,은평로20길,CS100001,한식음식점,705815.25,,615984.25,4303682.333,1875160.611,3.666666667
1000414,은평로20길,CS100003,일식음식점,,,,36828384,36828384,1
1000414,은평로20길,CS100006,패스트푸드점,14147309,18800454,14983946,15077274,15752245.75,1
1000414,은평로20길,CS100009,호프-간이주점,,,,22523666,22523666,1
1000414,은평로20길,CS200001,일반교습학원,13871192,26794716.33,,,20332954.17,3
1000414,은평로20길,CS200028,미용실,,,,4796555.5,4796555.5,2
1000414,은평로20길,CS200031,세탁소,,,,5819847,5819847,1
1000414,은평로20길,CS300011,일반의류,,,,20784348.5,20784348.5,4
1000414,은평로20길,CS300022,화장품,1275000,7091270,4847539.5,,4404603.167,4
1000415,은평로3길,CS100001,한식음식점,43822866.18,49575407.09,52331687.36,47144519.45,48218620.02,11
1000415,은평로3길,CS100003,일식음식점,19932055,23391209.5,20291242.25,21678353,21323214.94,4
1000415,은평로3길,CS100005,제과점,,,,65669133,65669133,4
1000415,은평로3길,CS100006,패스트푸드점,30319137.4,29754799.8,36094986.4,39971954.4,34035219.5,5
1000415,은평로3길,CS100008,분식전문점,3403415.6,3818722,3066905,4411059.25,3675025.463,4.75
1000415,은평로3길,CS100009,호프-간이주점,10018868,16802383,12324727,23353525,15624875.75,1
1000415,은평로3길,CS100010,커피-음료,9986454.75,10205649.13,14933434.38,14227296,12338208.56,7.75
1000415,은평로3길,CS200001,일반교습학원,12993629,13820414.94,12821225.75,18627125.06,14565598.69,16
1000415,은평로3길,CS200003,예술학원,6546406.5,4984530.667,4691516.333,5175958.833,5349603.083,6
1000415,은평로3길,CS200005,스포츠 강습,10446009.5,8392018.5,6866197.5,6924882.5,8157277,2
1000415,은평로3길,CS200028,미용실,15922167.67,3952401.455,19672494.36,18849069.83,14599033.33,11.5
1000415,은평로3길,CS200031,세탁소,6046100,6634276,5566461.75,3221218.5,5367014.063,4
1000415,은평로3길,CS200037,노래방,5820811.25,14085485.75,13087868.75,16492593.75,12371689.88,4
1000415,은평로3길,CS300001,슈퍼마켓,110472875,117995607,125495858,116674339,117659669.8,1
1000415,은평로3길,CS300002,편의점,101571320,116597398,114999206,110465544,110908367,2
1000415,은평로3길,CS300007,육류판매,15541461.67,24774644,17991257,22717048,20256102.67,2.25
1000415,은평로3길,CS300011,일반의류,11977439.5,14334482.5,9266944.4,18811443.33,13597577.43,5.75
1000415,은평로3길,CS300022,화장품,2683034,1619537,4588689,2963753.5,2963753.375,2
1000416,은평로8길,CS100001,한식음식점,122526159.7,131345843.2,160434498.9,170417727.1,146181057.2,8.75
1000416,은평로8길,CS100002,중식음식점,0,0,0,0,0,0
1000416,은평로8길,CS100005,제과점,38033119,31614790,29217708,37666983,34133150,1
1000416,은평로8길,CS100007,치킨전문점,17549369.5,16729653.5,18150849,15458828.5,16972175.13,2
1000416,은평로8길,CS100008,분식전문점,55273969.33,48539721,60256290,52647595,54179393.83,3.25
1000416,은평로8길,CS100009,호프-간이주점,4530295.667,8007386.333,6787713,11316427.67,7660455.667,3
1000416,은평로8길,CS100010,커피-음료,5697032.75,4621246.2,4586116.4,4102431.8,4751706.788,4.75
1000416,은평로8길,CS200001,일반교습학원,63245589,61433078.11,57158808.78,62916906.88,61188595.69,8.75
1000416,은평로8길,CS200003,예술학원,5460542.071,2312376.929,4975586.929,6953001.143,4925376.768,14
1000416,은평로8길,CS200005,스포츠 강습,52024496.33,43020153.67,87103389.5,27515904.67,52415986.04,2.75
1000416,은평로8길,CS200028,미용실,7914321.375,10292888.63,9934636.25,3687395.75,7957310.5,8
1000416,은평로8길,CS200031,세탁소,4975817,10027270.5,3625160.5,15153280,8445382,2
1000416,은평로8길,CS300001,슈퍼마켓,97609634.67,115638105,113192909,116133232.3,110643470.3,3
1000416,은평로8길,CS300002,편의점,279183163,201774842.5,345097090,273107382.5,274790619.5,2
1000416,은평로8길,CS300010,반찬가게,,,,110278697,110278697,2
1000416,은평로8길,CS300011,일반의류,996000,,4166666.667,1943000,2368555.556,6
1000417,응암로12길,CS100001,한식음식점,14555815.3,14251892.48,14221306.78,17110367,15034845.39,22.75
1000417,응암로12길,CS100002,중식음식점,22070145,,29946598.5,33675858,28564200.5,2
1000417,응암로12길,CS100005,제과점,35112869.5,25179946.5,23530042.5,34028004,29462715.63,2
1000417,응암로12길,CS100006,패스트푸드점,16186531,15348411,17890294,22630819,18014013.75,1
1000417,응암로12길,CS100007,치킨전문점,44989290.5,51283110,45648193,50693455,48153512.13,4
1000417,응암로12길,CS100008,분식전문점,63559323.5,45189953,66237748.33,57251817.33,58059710.54,2.75
1000417,응암로12길,CS100009,호프-간이주점,34167822,68502481,24430703,,42367002,1
1000417,응암로12길,CS200001,일반교습학원,56154177.75,36915819.75,25059728.25,20909139.5,34759716.31,4
